naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
332994,2016,17.4,1117.7,11.9,24.1,580,7412.3,3169,4512.5,197.2,1727.3,53.2,2409.8,1605.5,804.3,1.039999962,0.977999985,1.006000042,0.848999977,0.098999999,0.95599997,0.098999999,0.95599997
332994,2017,18.4,1149.2,12.8,25.2,633.8,6283,2576.3,3758.8,215.1,1719.3,55.3,,,,1.052000046,1.00999999,,0.944000006,,,,
332994,2018,18.3,1177.1,12.5,25.4,621.5,6501.9,2727.5,3808.1,,1696.2,47.8,,,,1.059000015,1.042999983,,0.961000025,,,,
332996,1958,15.2,84,11.1,22.2,55.3,330,174.7,155.6,4.1,82.3,2.8,300.6,98.9,201.7,0.093000002,0.123999998,0.214000002,0.129999995,,1.43599999,,1.432999969
332996,1959,13.3,78,9.7,20,50.2,327.1,185.9,143.4,5.5,79.3,2.9,316.8,108.5,208.4,0.096000001,0.127000004,0.216999993,0.128999993,-0.039999999,1.378999949,-0.039999999,1.376000047
332996,1960,13.5,77.5,9.7,19.9,50.7,305,178.5,124.3,5.2,73.4,2.9,335.2,120.4,214.8,0.097000003,0.129999995,0.222000003,0.135000005,-0.061999999,1.297000051,-0.061000001,1.29400003
332996,1961,11.8,72,8.5,17,46.1,287.4,156.3,136.4,5.2,70.1,3,347.2,129.8,217.3,0.094999999,0.128000006,0.223000005,0.130999997,0.066,1.38499999,0.066,1.383000016
332996,1962,12.1,77.3,8.7,17.8,50.5,301.6,175.3,130.3,3.4,70.7,3.1,372,141.6,230.3,0.093999997,0.129999995,0.224999994,0.133000001,-0.025,1.350999951,-0.025,1.34800005
332996,1963,13,79.1,9.3,18.7,51.7,305.6,161.5,144.6,5.1,69.8,2.5,374.9,144,230.9,0.094999999,0.129999995,0.228,0.133000001,0.035,1.399000049,0.035,1.396999955
332996,1964,14,88.1,10.4,21.1,59.6,348,185.3,163.8,4.6,72.9,2.8,387.9,153.1,234.8,0.094999999,0.133000001,0.232999995,0.131999999,0.035,1.449000001,0.035,1.447000027
332996,1965,15.4,96.5,11.5,22.9,65.6,400.5,221.4,172.1,6.3,84,3.2,399.1,160.1,239,0.098999999,0.136000007,0.237000003,0.129999995,-0.003,1.445000052,-0.003,1.442000031
332996,1966,16.3,109.9,11.8,24.4,70.3,463,287.4,145.9,8.8,74.2,3.5,428.1,173.1,255.1,0.101999998,0.140000001,0.244000003,0.130999997,-0.059,1.363000035,-0.057999998,1.360000014
332996,1967,18.2,129.1,13.4,27.4,86.6,508.1,274.4,238.5,14.4,100.7,3.9,460.5,191.7,268.8,0.107000001,0.143999994,0.254000008,0.125,0.056000002,1.442000031,0.056000002,1.43900001
332996,1968,18.4,134.9,13.9,28.6,94.6,569.4,317.5,255.9,17.7,125.5,4.3,494.2,215.6,278.6,0.115000002,0.150000006,0.264999986,0.123999998,-0.035,1.391000032,-0.035,1.389000058
332996,1969,16.5,117.7,12.4,26.3,78.8,588.9,336.7,251.3,20.8,138.1,4.7,556.5,254.3,302.2,0.123000003,0.158000007,0.27700001,0.125,-0.048,1.327000022,-0.048,1.324000001
332996,1970,16.2,138.7,12.4,25.2,95.1,540.3,272,270.9,13.5,130,5.1,606.5,287.3,319.3,0.128999993,0.169,0.294,0.128999993,0.007,1.335999966,0.006,1.332000017
332996,1971,16.5,145.2,12.6,24.6,97.7,594.7,301.3,297.1,12.6,136.9,5.5,626.4,302.8,323.6,0.142000005,0.173999995,0.310000002,0.136000007,-0.041000001,1.282999992,-0.039999999,1.279000044
332996,1972,17.5,164.7,13.2,25.9,112.4,704.4,352.2,363.1,14.7,157.5,5.8,649.2,319,330.1,0.147,0.180999994,0.321999997,0.144999996,0.054000001,1.353999972,0.054000001,1.350999951
332996,1973,19.4,184.8,14.6,28.5,126.1,846.4,443.6,413.8,19.9,181.7,7,679.3,334,345.3,0.153999999,0.189999998,0.331999987,0.151999995,0.01,1.368000031,0.01,1.363999963
332996,1974,20.9,225.8,15.8,31.2,149.1,1158.8,603.3,603.4,31.5,269.8,9.4,730.5,365.6,365,0.194999993,0.236000001,0.361999989,0.187000006,-0.009,1.355999947,-0.009,1.353000045
332996,1975,20.7,251.6,15.6,30.3,170.1,1307.2,710.7,637,49.1,357.7,10.5,785.5,404.6,380.9,0.238999993,0.270000011,0.414999992,0.275000006,-0.114,1.210000038,-0.114,1.207000017
332996,1976,25.5,354.1,19.8,38.1,260.2,1646.7,896.2,726.8,57.5,335.1,13.3,880.7,470.3,410.4,0.254000008,0.289000005,0.439999998,0.303000003,0.012,1.223999977,0.012,1.222000003
332996,1977,28.2,390,21.4,40.6,265.4,1872.7,1015.4,887.2,51,418.4,17.6,980.3,542.4,437.9,0.263000011,0.305999994,0.474999994,0.382999986,0.008,1.233999968,0.008,1.231999993
332996,1978,30.2,433.8,23.2,44,295.9,2183.4,1217.3,1006,58.1,480,21.2,1062.2,601.2,460.9,0.284999996,0.330000013,0.513000011,0.421000004,-0.017000001,1.213999987,-0.017000001,1.210999966
332996,1979,32.9,488.9,25.9,50.2,345.6,2408.3,1256.7,1145.3,67,471,23.3,1134,656.7,477.3,0.310000002,0.370000005,0.560000002,0.453000009,0.022,1.24000001,0.022,1.238000035
332996,1980,32,531.9,24.4,46.6,364.2,2487,1330.4,1164.4,80.6,520.1,28.6,1209.7,716.6,493.2,0.338,0.411000013,0.623000026,0.588999987,-0.037999999,1.194000006,-0.037999999,1.190999985
332996,1981,32,589.7,24.5,47,405.8,2934,1567.8,1442.1,135.3,677.4,30.3,1296.9,780.7,516.2,0.386999995,0.444999993,0.675999999,0.626999974,-0.034000002,1.154000044,-0.034000002,1.151000023
332996,1982,32.7,651.7,23.8,46.4,425,3115.8,1674.3,1440.4,137.7,897.5,42,1438.4,887.7,550.7,0.407000005,0.456999987,0.703999996,0.666999996,-0.046999998,1.100999951,-0.046999998,1.098999977
332996,1983,29.3,596.1,21.7,42.2,399.1,2776.1,1460.2,1207.2,47.8,751,40.7,1547.3,976.5,570.9,0.407000005,0.465000004,0.708000004,0.689999998,-0.029999999,1.067999959,-0.029999999,1.067000031
332996,1984,25.2,563.9,18.9,36.7,380.1,2679.8,1552.9,1079.8,52.7,624,39.7,1564.2,995.1,569.1,0.412999988,0.476000011,0.708000004,0.704999983,-0.039000001,1.02699995,-0.039000001,1.024999976
332996,1985,25.1,547.3,18.5,34.6,360.6,2476.5,1375.2,1038.8,78.9,466.3,36.4,1582,1010.3,571.6,0.425000012,0.479999989,0.713,0.703000009,-0.030999999,0.995000005,-0.030999999,0.994000018
332996,1986,20.9,473.8,15.1,28.8,303.9,2071.1,1122.1,926.4,47,375.2,31.3,1596.3,1025,571.2,0.426999986,0.469999999,0.740999997,0.662999988,-0.048,0.948000014,-0.048,0.947000027
332996,1987,20,422.9,15,30.1,278.9,1725.5,906.6,824.8,36.4,349,26.3,1589.5,1022.6,566.9,0.435000002,0.483999997,0.763999999,0.63499999,-0.064999998,0.888000011,-0.064999998,0.888000011
332996,1988,21.4,471.6,16.2,34.3,309,2142,1058.2,1111.8,33.9,382.2,31.3,1570.2,1002.4,567.9,0.490999997,0.521000028,0.790000021,0.629000008,0.033,0.917999983,0.033,0.917999983
332996,1989,21.1,482.5,15.6,31.8,310.1,2151.7,1167.9,1012.8,41.1,437.1,32.3,1544.9,983.2,561.7,0.504999995,0.54400003,0.810000002,0.653999984,-0.041999999,0.879999995,-0.041999999,0.879999995
332996,1990,21.9,529.5,16.1,33.3,345,2333.8,1291.5,1027,35.2,434.2,30.2,1526.5,971.3,555.2,0.488999993,0.550999999,0.833000004,0.675999999,0.057999998,0.933000028,0.057999998,0.933000028
332996,1991,20.5,487.6,15,30.4,306.1,2270.5,1298.2,980,34,425.6,31,1500.3,949.8,550.6,0.49000001,0.549000025,0.851999998,0.699000001,-0.015,0.920000017,-0.015,0.91900003
332996,1992,24.8,647.7,17.8,37.9,404.7,2794.3,1487.7,1303.6,59.3,463.7,42.2,1469.7,927.9,541.8,0.495000005,0.547999978,0.861000001,0.703000009,0.074000001,0.99000001,0.074000001,0.99000001
332996,1993,25.6,678.2,18.8,39.9,421.1,3002.7,1511.6,1460.9,71.5,466,43.6,1469.4,930.8,538.5,0.495000005,0.549000025,0.871999979,0.718999982,0.059,1.050999999,0.059,1.049999952
332996,1994,26.9,739.1,19.8,42.4,473.1,3190.6,1626.7,1587.8,92.1,530.5,49.5,1480.1,947.1,533,0.504999995,0.566999972,0.889999986,0.703000009,0.007,1.059000015,0.008,1.059000015
332996,1995,30.2,838.8,22.1,46.7,540.5,3916.4,1944.7,2013,111.2,611.4,52.8,1512,975.6,536.4,0.545000017,0.598999977,0.911000013,0.68900001,0.035,1.095999956,0.035,1.095999956
332996,1996,31,890.3,22.8,48,572.4,4041.3,2030.5,2031.1,133.7,649.8,52.4,1562.4,1022.5,539.9,0.560000002,0.597000003,0.912999988,0.754000008,-0.033,1.06099999,-0.033,1.059999943
332996,1997,29.7,879.7,22.6,46,573.1,4118.7,2038.9,2105,114.1,648.6,53.4,1633.3,1073.7,559.6,0.573000014,0.600000024,0.908999979,0.769999981,0.002,1.062000036,0.002,1.062000036
332996,1998,30.1,931.8,23.3,48.7,614.5,4205.3,2025.5,2180.5,113.9,667.8,55.9,1687.3,1115.7,571.6,0.568000019,0.584999979,0.896000028,0.735000014,0.007,1.069000006,0.007,1.069000006
332996,1999,30.4,954,23.2,47.2,618.4,4281.5,2005.8,2288.3,85.1,596.9,52.2,1739.8,1161.9,577.9,0.568000019,0.561999977,0.883000016,0.741999984,-0.006,1.062999964,-0.006,1.062000036
332996,2000,32,1012.8,24.6,50.4,661.6,4621.6,2171.3,2471.1,94.2,598.7,58.5,1756.6,1182.1,574.5,0.588999987,0.575999975,0.879999995,0.816999972,-0.001,1.062000036,-0.001,1.06099999
332996,2001,31.8,1041.4,24.6,50.5,691.6,4716.3,2218.9,2514.7,90,679.4,65.4,1781.4,1208,573.3,0.568000019,0.555000007,0.870000005,0.93900001,0.028000001,1.092000008,0.027000001,1.090999961
332996,2002,25.9,871,20.1,39.2,581.6,3843,1745.1,2078.1,78.4,628.9,47.5,1800.3,1231.3,569,0.574000001,0.56099999,0.861999989,0.827000022,-0.048,1.039999962,-0.048,1.039000034
332996,2003,23.8,842.7,18.3,38.8,552.8,3698.3,1713.3,1967.3,75.3,596.8,49.9,1802.4,1236.8,565.6,0.583999991,0.574999988,0.859000027,0.911000013,-0.029999999,1.008999944,-0.029999999,1.008000016
332996,2004,23.6,867.4,17.8,35.8,558.6,3986.7,1898.7,2075.1,50.7,649.3,46.1,1801.3,1241,560.3,0.68599999,0.663999975,0.873000026,0.828999996,-0.059999999,0.949999988,-0.059999999,0.949999988
332996,2005,24.7,967.2,18.5,38.4,630.2,4843.3,2377,2441.7,73.5,773.9,57.3,1764,1207.8,556.2,0.753000021,0.709999979,0.901000023,0.907999992,0.017000001,0.967000008,0.017000001,0.966000021
332996,2006,26.6,1103.1,20.5,44.9,718.1,5713.5,2793.4,2964.8,119,868.3,70.4,1755.1,1202.3,552.8,0.791999996,0.758000016,0.912,0.952000022,0.050999999,1.01699996,0.050999999,1.01699996
332996,2007,31.9,1299.8,23.8,50.2,830.6,7540.6,3756.2,3876.8,210.3,1224,88.9,1793.8,1241.9,551.9,0.772000015,0.787999988,0.930000007,0.930999994,0.136999995,1.167000055,0.136999995,1.167000055
332996,2008,34.1,1379.2,25.7,54,885,8671,4378.6,4460.8,336.6,1524.1,103.1,1858.5,1273.2,585.3,0.822000027,0.845000029,0.958000004,1.05400002,0.013,1.182000041,0.013,1.182000041
332996,2009,26.8,1183.4,19.8,39.6,740.3,6414.8,2803.8,3530.1,142.2,1254.4,79,2033.4,1442.5,590.9,0.888999999,0.772000015,0.962000012,1.031999946,-0.199000001,0.968999982,-0.199000001,0.968999982
332996,2010,25.7,1189.2,19.2,39.6,753.3,6264.8,2930.6,3419,123.2,1358.8,77.4,2037.6,1441.7,596,0.913999975,0.90200001,0.962000012,1.02699995,0.003,0.972000003,0.004,0.972000003
332996,2011,26.8,1300.6,20.1,41.1,827.2,7539.9,3648,3935.7,200.3,1578.9,85,2028.3,1437.9,590.3,0.963999987,1.019000053,0.981999993,1.018000007,0.081,1.05400002,0.081,1.05400002
332996,2012,29.3,1498.1,22.5,46.8,952,8190.4,4156.4,3984.7,261.2,1543,73,2083.9,1496.2,587.7,1,1,1,1,-0.052999999,1,-0.052999999,1
332996,2013,28.6,1496.8,21.8,46.5,960.9,7954.5,3897.8,4115.9,507.2,1529.4,74,2174,1568.8,605.2,1.011000037,0.973999977,1.008000016,0.949999988,-0.033,0.967000008,-0.033,0.967000008
332996,2014,30.2,1637.1,23.4,49.7,1072.7,8102.7,4047.1,4123.4,224.6,1766.5,81.8,2420.8,1710.6,710.2,1.02699995,0.990999997,1.021000028,1.008000016,-0.050000001,0.920000017,-0.050000001,0.920000017
332996,2015,29.1,1599.3,22.3,48.3,1025.3,7586.6,3793.9,3774.7,278.7,1618.5,78.7,2474,1758,716,1.027999997,0.924000025,1.019000053,0.964999974,-0.071000002,0.856999993,-0.071000002,0.856999993
332996,2016,26.6,1467.1,19.9,41.5,940,5877.6,2836.3,2956.2,193.9,1299,64.2,2563.8,1836.9,726.9,1.018000007,0.894999981,1.018000007,0.925000012,-0.104999997,0.772000015,-0.104999997,0.772000015
332996,2017,26.6,1507.4,20.3,40.3,983.6,6250.8,2655.1,3561.9,160.1,1171.6,63.8,,,,1.026000023,0.954999983,,1.029999971,,,,
332996,2018,27.7,1614.8,21.5,44.2,1068.1,6938.3,2996.6,4043.1,,1340,63.4,,,,1.065999985,1.024000049,,1.049999952,,,,
332999,1958,52.5,259.7,42,80.1,191.1,792.7,335.5,456.5,26.4,126.1,11.7,2202,873.8,1328.4,0.165999994,0.141000003,0.224999994,0.119999997,,0.754000008,,0.753000021
332999,1959,55.1,287.3,44.3,88.1,213,893.6,384,522.3,91.9,144.5,12.7,2263.8,912.3,1351.6,0.172000006,0.143999994,0.221000001,0.119999997,0.009,0.760999978,0.009,0.75999999
332999,1960,52,278.7,41.9,84.4,203.9,868.9,377,498.2,23.8,144.1,13.7,2623.2,1136.2,1487.2,0.172999993,0.145999998,0.233999997,0.123999998,-0.043000001,0.727999985,-0.043000001,0.727999985
332999,1961,49.5,268.2,39.2,78.8,192.6,836.4,357.3,469.3,21,129.7,14.6,2641.1,1145.8,1495.2,0.172000006,0.144999996,0.230000004,0.122000001,0.005,0.731999993,0.004,0.731000006
332999,1962,53.3,303,42.5,86.4,219.2,950.7,411.4,545.1,25.8,142.2,15.6,2680.7,1157.2,1523.6,0.170000002,0.147,0.231000006,0.123999998,0.050000001,0.769999981,0.050999999,0.768999994
332999,1963,58.3,340.9,47,95.3,253,1096.3,461.6,640.4,30.6,163.1,14.1,2717.2,1175,1542.4,0.170000002,0.147,0.238999993,0.125,0.063000001,0.819999993,0.063000001,0.819000006
332999,1964,62.2,382.5,50.1,102.7,282.8,1222.9,526.5,692.6,37.5,166.2,15.4,2754.7,1202,1552.9,0.172000006,0.149000004,0.246999994,0.123999998,0.021,0.837000012,0.021,0.837000012
332999,1965,64.1,405.6,51.5,104.3,301.7,1320.6,576.7,752.8,43.4,187.2,16.8,2841.8,1255.5,1586.3,0.172000006,0.150999993,0.25,0.123000003,0.028000001,0.861000001,0.028000001,0.861000001
332999,1966,70.2,469.6,56.8,115,347.4,1486.6,644.9,870.8,53.4,225.1,18.2,2967.8,1314.6,1652.9,0.172999993,0.153999999,0.261999995,0.123999998,0.034000002,0.890999973,0.034000002,0.890999973
332999,1967,71.1,484,57.4,116,351,1588.4,670.5,922.6,53.5,225.7,19.7,3111.3,1394.4,1716.8,0.179000005,0.158000007,0.26699999,0.120999999,0.011,0.901000023,0.01,0.899999976
332999,1968,71.8,504.6,58.4,115.6,364.4,1739.1,741.8,1006,60.8,249.9,21.2,3155.7,1426,1729.7,0.182999998,0.162,0.287,0.119999997,0.034000002,0.931999981,0.034000002,0.930999994
332999,1969,77.4,588.9,61.9,123.4,425.1,1945.1,833.9,1132.5,64.8,301.5,22.7,3290,1507.1,1783,0.189999998,0.170000002,0.287,0.122000001,0.009,0.939999998,0.009,0.939999998
332999,1970,76.7,587.6,59.9,117.7,413.2,1927.6,827.8,1116.3,60.9,328.6,24.2,3380.2,1565.8,1814.3,0.200000003,0.178000003,0.307000011,0.128000006,-0.037999999,0.904999971,-0.039000001,0.903999984
332999,1971,71,576.9,54.8,108.2,405,2014.1,863.1,1147,54.3,349.2,25.8,3419.8,1607.2,1812.5,0.208000004,0.185000002,0.323000014,0.136999995,0.02,0.922999978,0.02,0.922999978
332999,1972,77.7,673,61,119.4,476.2,2322,1008.1,1325.5,67.4,344.2,30.2,3478.3,1651.1,1827.2,0.214000002,0.192000002,0.331,0.147,0.032000002,0.953999996,0.033,0.953000009
332999,1973,80.2,737.9,63.3,123.3,522.9,2527.7,1119,1439.4,54.6,408.3,32.6,3569.1,1708.4,1860.8,0.222000003,0.202999994,0.342999995,0.158999994,0.013,0.967000008,0.014,0.966000021
332999,1974,83.8,825.3,63.7,124.5,583,3109.9,1422.5,1727.6,95.6,542.5,36.8,3643.7,1763,1880.6,0.263999999,0.252999991,0.370000005,0.202999994,0.003,0.970000029,0.004,0.970000029
332999,1975,75.7,828.8,57.8,111.4,573.2,3193.4,1481,1694,90.5,548.1,46,3737.9,1843.2,1894.7,0.307999998,0.287999988,0.432999998,0.238999993,-0.064999998,0.908999979,-0.064999998,0.907999992
332999,1976,77,922.9,59.2,116.4,634.5,3515.9,1600.2,1917.7,111.8,560.6,53.7,3800.8,1898.5,1902.5,0.321999997,0.305000007,0.456999987,0.279000014,0.029999999,0.93599999,0.029999999,0.93599999
332999,1977,83.9,1037.4,65.4,128.5,718.2,4057,1910.6,2174.3,111.5,639.1,62,3897.7,1986.8,1910.9,0.34799999,0.328999996,0.49000001,0.305000007,-0.007,0.930000007,-0.007,0.92900002
332999,1978,85.9,1152.9,66.4,132,789.3,4648.4,2229,2481.4,144.9,727.7,77.9,3999.9,2068.5,1931.6,0.377999991,0.356000006,0.531000018,0.372999996,0.001,0.930999994,0.001,0.930000007
332999,1979,91.6,1297.6,71.7,140.3,897.3,5291.4,2578.2,2790.1,168.5,822.6,85.2,4103.1,2167.1,1936.1,0.418000013,0.398999989,0.57099998,0.426999986,-0.004,0.926999986,-0.005,0.925999999
332999,1980,88.1,1340.5,67.2,132.6,921.5,5544.2,2631.4,2927.5,204.7,830.1,94.3,4233.3,2282.7,1950.5,0.465000004,0.444000006,0.64200002,0.509000003,-0.022,0.906000018,-0.022,0.906000018
332999,1981,86,1461.2,65.9,131.3,1005.7,5876,2780.5,3100.1,191.8,849.5,105.7,4357.5,2381.7,1975.7,0.504000008,0.481999993,0.691999972,0.546000004,-0.013,0.893999994,-0.013,0.893999994
332999,1982,79.5,1415.2,60.4,116,959.5,5629.5,2623.2,2936.2,151.4,904.9,127.1,4414.4,2444.7,1969.6,0.531000018,0.492000014,0.726000011,0.583999991,-0.035999998,0.861999989,-0.035,0.862999976
332999,1983,77.2,1412.7,59.1,114.1,978.3,5763.1,2719.6,3078.2,131,946.4,128.8,4354.2,2428.5,1925.9,0.54400003,0.501999974,0.730000019,0.60799998,0.003,0.86500001,0.003,0.86500001
332999,1984,82.6,1513.3,63.8,127.5,1025.4,6505.9,3202.3,3384.5,193.2,1035.3,146.7,4387,2479.3,1907.7,0.56099999,0.518999994,0.721000016,0.619000018,0.004,0.867999971,0.004,0.867999971
332999,1985,80.4,1582.5,61.6,123.7,1076.4,6751,3186.5,3567.9,216.4,1021.1,146.2,4489.5,2583.8,1905.8,0.572000027,0.521000028,0.728999972,0.616999984,0.02,0.885999978,0.021,0.885999978
332999,1986,79.9,1655.6,60.4,116.9,1126.1,7002.9,3266.9,3767.8,178.4,1035.5,138.9,4512.8,2631.4,1881.3,0.575999975,0.50999999,0.758000016,0.579999983,0.012,0.897000015,0.012,0.897000015
332999,1987,83.8,1845,61.9,124.4,1195.3,7419.2,3387.6,4048.6,209.4,1106.6,146.7,4547,2684.3,1862.6,0.583000004,0.526000023,0.781000018,0.55400002,0.021,0.916000009,0.021,0.916000009
332999,1988,88.3,2051.5,65.6,132.2,1337.5,8414.2,4001,4475.5,175.2,1239.1,158.4,4615.7,2768.7,1846.8,0.61500001,0.57099998,0.805000007,0.546999991,0.017999999,0.931999981,0.017999999,0.933000028
332999,1989,88,2083.4,65.5,134.7,1356.9,8629.9,4105,4539.5,218.4,1254.3,164,4623.3,2803.5,1820,0.647000015,0.595000029,0.824000001,0.569000006,-0.022,0.912,-0.022,0.912999988
332999,1990,88.4,2139.1,65.4,134.4,1355.8,8536.7,4011.3,4511.8,258.2,1222.9,165.9,4673.6,2869.1,1804.6,0.661000013,0.59799999,0.842000008,0.588999987,-0.023,0.890999973,-0.023,0.890999973
332999,1991,83,2070.9,60.6,124.9,1316.6,8060.6,3791.8,4273.5,208.3,1178.1,157.1,4760,2966.8,1793.1,0.671000004,0.592000008,0.85799998,0.606999993,-0.041999999,0.855000019,-0.041999999,0.855000019
332999,1992,79.7,2126.6,58.4,118.8,1348.1,8556.7,3919,4635.4,249.2,1218.9,165.8,4767.4,3003.8,1763.7,0.677999973,0.589999974,0.867999971,0.611000001,0.045000002,0.893999994,0.045000002,0.893999994
332999,1993,78.7,2121.6,58.7,121.6,1367.4,8827,3956.3,4870.6,235.2,1180.7,168.2,4816.7,3073.2,1743.6,0.68599999,0.592000008,0.879000008,0.625,0.015,0.907000005,0.015,0.907999992
332999,1994,84.6,2264.9,62.9,127.5,1457,9731.6,4419.9,5384,343.7,1357.7,175.5,4838.6,3113,1725.6,0.697000027,0.611999989,0.893999994,0.611000001,0.032000002,0.936999977,0.032000002,0.936999977
332999,1995,91.6,2494.7,68.2,138.7,1605.7,10387.8,4811.1,5619.3,412.6,1199.2,190.8,4974.7,3239,1735.8,0.725000024,0.65200001,0.912,0.59799999,-0.012,0.925000012,-0.012,0.925000012
332999,1996,93,2614.3,69.5,142.2,1697.9,10979.8,4969.7,6040.2,356.5,1220.2,195.8,5176.9,3416.3,1760.5,0.734000027,0.644999981,0.907000005,0.662,0.008,0.931999981,0.008,0.931999981
332999,1997,90.8,2718.4,68.4,133.7,1746.7,11619.2,5253.8,6411.1,333.3,1461.6,193.8,5312.1,3555.5,1756.6,0.74000001,0.646000028,0.901000023,0.675999999,0.029999999,0.961000025,0.029999999,0.961000025
332999,1998,92.8,2902.8,70.2,140.7,1878.4,12222.6,5507.9,6793,324.2,1522.3,199.2,5434.7,3669.8,1764.9,0.746999979,0.633000016,0.885999978,0.680000007,-0.005,0.95599997,-0.005,0.95599997
332999,1999,92.3,3002.2,69.2,139.2,1895.1,12694.2,5627.5,7088.4,345.6,1496.8,202,5542.8,3774.8,1767.9,0.748000026,0.620999992,0.875999987,0.657000005,0.012,0.967000008,0.012,0.967000008
332999,2000,96.5,3204.8,72.8,146.2,2021.6,13458.7,6022.9,7521.4,362.2,1514.3,223,5665.8,3880,1785.7,0.754000008,0.637000024,0.874000013,0.718999982,0.014,0.981000006,0.014,0.981000006
332999,2001,90,3000.1,67.9,137.4,1888.5,12357.2,5469.3,6877.4,332.1,1614.6,224.2,5795.7,3991.9,1803.8,0.757000029,0.629000008,0.866999984,0.73299998,-0.044,0.93900001,-0.043000001,0.939999998
332999,2002,84.2,2998.8,63.1,123.8,1948,13200.8,5740.2,7430.4,355.7,1581.2,217.8,5889.1,4083.1,1805.9,0.754000008,0.628000021,0.860000014,0.759000003,0.063000001,1,0.061999999,1
332999,2003,79.7,2932.7,60.4,118.9,1910.3,13078.5,5560,7504.9,268.7,1560.3,222,6002.1,4183.8,1818.3,0.759000003,0.638999999,0.859000027,0.824000001,0.013,1.013000011,0.013,1.013000011
332999,2004,74.2,2823,55.2,113.7,1845.3,12508.5,5526.1,7203.3,266.8,1534.3,190.5,6006.4,4191.4,1814.8,0.77700001,0.693000019,0.875,0.782000005,-0.024,0.99000001,-0.024,0.989000022
332999,2005,72.2,2872,53.5,111.4,1846.8,13824.5,6113.6,7962.9,254.6,1672,208.4,5994.8,4184.3,1810.5,0.806999981,0.737999976,0.901000023,0.883000016,0.050000001,1.041000009,0.050000001,1.039999962
332999,2006,75.2,3050.4,56.9,116,1974.9,14886,6688.1,8460.8,271.6,1785.3,218.9,5985.8,4180.1,1805.8,0.855000019,0.785000026,0.916000009,0.930000007,0.001,1.042000055,0.001,1.041000009
332999,2007,88.5,3546.4,65,130.5,2200.5,18063.3,9105.2,9023.8,498.4,2086.9,258.2,5957.1,4145.8,1811.3,0.875999987,0.815999985,0.931999981,0.92900002,0.009,1.050999999,0.009,1.049999952
332999,2008,77.3,3150.2,56.3,109.8,1898.7,15479.8,7661.5,7930.8,381.3,2091,229.6,6041.8,4223.2,1818.5,0.91900003,0.86500001,0.958000004,1.039999962,-0.061999999,0.987999976,-0.061999999,0.986999989
332999,2009,67.5,2808.6,48.7,93.2,1673.1,11872.8,5534.7,6122.3,218.6,1584.4,185.4,6038.1,4219.4,1818.8,0.944999993,0.796999991,0.963,1.039000034,-0.144999996,0.855000019,-0.144999996,0.853999972
332999,2010,65.4,2784.8,47.8,92.2,1682.9,12339,5695,6693.7,224.3,1640.3,191.7,5905.1,4110.4,1794.7,0.961000025,0.912999988,0.963,1.008999944,0.086000003,0.930999994,0.086999997,0.930999994
332999,2011,66.5,2842.6,49.1,96.4,1737.3,13002.6,6100.4,6968.9,349.6,1686.8,206.6,5781.1,4014.8,1766.4,0.989000022,1.029999971,0.984000027,1.019999981,0.048999999,0.978999972,0.048999999,0.978999972
332999,2012,70.4,3101.7,52.1,101.9,1907.2,14398.6,6702.2,7745.5,473.2,1869,182.9,5773.3,4026,1747.4,1,1,1,1,0.022,1,0.022,1
332999,2013,70.5,3214,52.6,104.7,1969.4,14883.2,6981.4,8013.5,494.1,2060.2,183.9,5858.8,4120.9,1737.9,1.004999995,0.98299998,1.004999995,1.041000009,-0.005,0.995000005,-0.005,0.995000005
332999,2014,70.9,3371.4,52.7,107.1,2059.1,15387.8,6973,8508.4,592.7,2143.8,195.4,5934.4,4175.4,1759,1.016000032,0.999000013,1.016000032,1.077999949,0.022,1.01699996,0.022,1.01699996
332999,2015,72,3551.4,53.5,110.3,2183.4,15715.2,6985.6,8716.2,497.4,2152.7,198.8,6090.3,4323,1767.3,1.016000032,0.949000001,1.014000058,1.032999992,-0.017000001,1,-0.017000001,1
332999,2016,70.9,3537.4,52.2,106.7,2168.2,15562.1,6790.1,8721.5,474.6,2096,198,6165,4405,1760,1.001999974,0.925000012,1.011999965,1.006000042,0.005,1.004999995,0.005,1.004999995
332999,2017,63.8,3234.1,49.6,94.2,2095,13787.2,6112,7621.9,471.4,1947.6,180.4,,,,1.016000032,0.976999998,,1.118999958,,,,
332999,2018,66.4,3443.1,50.5,94.2,2178,15555.3,6681.8,8842.2,,2182.9,192.5,,,,1.050999999,1.039000034,,1.141000032,,,,
333111,1958,86.7,444.2,63.7,123,300.9,1975.6,1075.5,887.4,44.6,420.4,17.6,3334.8,1349.9,1984.8,0.128999993,0.148000002,0.236000001,0.112000003,,0.967000008,,0.966000021
333111,1959,90.4,498.5,67.8,134.1,342,2090.8,1185.8,956.4,35.1,490.4,17.9,3387.8,1374.5,2013.3,0.133000001,0.150000006,0.238999993,0.111000001,-0.035,0.933000028,-0.035,0.933000028
333111,1960,79.4,437.3,57.1,113.6,287.8,1771.2,953,770.4,45.5,448,18.1,3476.1,1412.8,2063.4,0.136000007,0.150999993,0.244000003,0.114,-0.039999999,0.897000015,-0.039999999,0.896000028
