naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4
311111,1958,18,81.3,12,25.7,49.8,1042.4,752.4,266.9,17.8,59.5,7,1212.7,517.6,695,0.354000002,0.133000001,0.167999998,0.115999997,,0.317000002,,0.317999989
311111,1959,17.9,82.5,11.8,25.5,49.4,1051,758.9,268.7,18.3,65.2,7.7,1299,573.7,725.3,0.344999999,0.130999997,0.169,0.115000002,0.002,0.317999989,0.002,0.317999989
311111,1960,17.7,84.8,11.7,25.4,50,1050.2,752.8,269.9,16.1,58.2,8.5,1350.7,611.6,739.2,0.273999989,0.128999993,0.172999993,0.119000003,0.216999993,0.393999994,0.216000006,0.395000011
311111,1961,17.5,87.4,11.5,25.4,51.4,1119.7,803.6,287.8,14.5,58.1,9.3,1394.4,642.6,752,0.273000002,0.130999997,0.172000006,0.116999999,0.024,0.404000014,0.024,0.405000001
311111,1962,17.6,90.2,11.5,25.2,52.1,1175.7,853.3,294.5,18.4,61.9,10.1,1437.8,669.1,768.7,0.27700001,0.131999999,0.173999995,0.119000003,-0.007,0.400999993,-0.007,0.40200001
311111,1963,17.1,89.8,11,23.9,52.1,1249.1,893.6,328.7,17.3,71.9,10.2,1478.1,696.5,781.6,0.275999993,0.131999999,0.178000003,0.119000003,0.026000001,0.412,0.026000001,0.412
311111,1964,16.6,90.8,10.6,23.5,52.2,1245.6,890.2,326.8,16.3,70.6,10.8,1539.4,730.7,808.7,0.268999994,0.131999999,0.180000007,0.116999999,0.02,0.419999987,0.02,0.421000004
311111,1965,16,90.8,10.2,22.7,51.8,1283.5,928.1,324.7,21.5,71.7,11.4,1575.5,756.1,819.3,0.275000006,0.138999999,0.184,0.115999997,0.012,0.425000012,0.012,0.425999999
311111,1966,16.1,96.1,10.2,22.6,53.9,1428.8,1049.9,344.8,20.1,79.5,12.1,1630.7,795.7,835,0.289999992,0.145999998,0.189999998,0.115999997,-0.007,0.421999991,-0.007,0.423000008
311111,1967,16.7,105,11,23.9,61.3,1544.1,1101.6,410,24.5,86.2,12.7,1668.2,818.8,849.4,0.291000009,0.141000003,0.196999997,0.112999998,0.007,0.425000012,0.007,0.425999999
311111,1968,16.6,109.6,10.9,23.5,64,1532.6,1070.9,426.6,29.2,82,13.4,1722.5,851.6,870.9,0.284999996,0.142000005,0.207000002,0.112000003,0.033,0.43900001,0.032000002,0.439999998
311111,1969,17.3,119.5,11.4,24.4,70.6,1638,1134,470.2,32.2,88.3,14.1,1795.2,900.8,894.4,0.289999992,0.150999993,0.216000006,0.112999998,0.043000001,0.458000004,0.043000001,0.458999991
311111,1970,17.9,130,12.1,25.3,79.8,1788.8,1243.2,515.1,35.9,98.5,14.8,1880.9,954.9,926,0.291000009,0.159999996,0.229000002,0.116999999,0.045000002,0.479999989,0.045000002,0.479999989
311111,1971,17,132.8,11.5,23.8,81.5,1870.5,1309.3,518,56.5,98.9,15.5,1972.5,1013.9,958.6,0.296000004,0.163000003,0.241999999,0.126000002,-0.004,0.477999985,-0.004,0.477999985
311111,1972,12.5,121.6,9.7,21.2,88.1,1260.4,682.9,572.8,55.3,78.4,11.9,2102.5,1111.3,991.2,0.301999986,0.174999997,0.250999987,0.135000005,0.041999999,0.497999996,0.041000001,0.497999996
311111,1973,13.7,143.6,10.7,24.1,103.7,1726.1,1041.1,685.4,65.3,129.3,14,2235.8,1214,1021.9,0.337000012,0.223000005,0.25999999,0.147,0.07,0.533999979,0.07,0.535000026
311111,1974,13.9,154.1,10.8,22.5,110.8,1869.3,1088.9,771.5,76.5,151.9,19.9,2420.8,1352.3,1068.5,0.400999993,0.25999999,0.289000005,0.192000002,-0.050000001,0.508000016,-0.050999999,0.508000016
311111,1975,14.3,172.1,10.9,23.2,123.5,2091.2,1183.5,882,57.4,149.1,24.9,2564.3,1476.6,1087.8,0.423000008,0.268999994,0.333999991,0.230000004,0.007,0.510999978,0.007,0.510999978
311111,1976,14.4,191.5,10.9,23.4,134.5,2405.5,1318.8,1061.2,33,156.6,30,2613.6,1504.9,1108.7,0.423000008,0.27700001,0.356999993,0.273999989,0.088,0.558000028,0.088,0.558000028
311111,1977,15.5,220.9,11.8,24.5,155.8,2775.1,1458.8,1299.9,60.8,174,34.3,2624,1518.5,1105.5,0.453000009,0.289999992,0.386999995,0.317999989,0.039000001,0.579999983,0.039000001,0.579999983
311111,1978,16.3,246.1,12.5,26.3,172.8,2968.3,1499.6,1452.5,86,182.9,38.1,2639.7,1528.5,1111.3,0.465999991,0.307999998,0.419999987,0.34799999,0.050000001,0.610000014,0.050000001,0.610000014
311111,1979,16.3,261,12.1,24.9,175.5,2903.9,1573.1,1303.7,69.6,198.7,40.1,2685.8,1568.3,1117.5,0.483999997,0.345999986,0.460000008,0.409000009,-0.030999999,0.592000008,-0.030999999,0.592000008
311111,1980,16.7,282.2,12.1,24.2,188.9,3288.7,1646.5,1626.4,78.7,230,46.4,2717.7,1592.8,1124.9,0.5,0.370999992,0.508000016,0.508000016,0.100000001,0.653999984,0.100000001,0.653999984
311111,1981,15.2,283.6,10.7,22.1,187.7,3416.1,1655.2,1741,67.1,208,47.4,2774.1,1648.6,1125.5,0.529999971,0.395000011,0.558000028,0.550999999,0.004,0.657000005,0.004,0.657000005
311111,1982,15.2,306.1,11.3,22.7,206.3,3957.8,1836.7,2129,92.1,223.5,63.5,2723,1615.6,1107.4,0.547999978,0.391000003,0.586000025,0.591000021,0.07,0.703999996,0.07,0.704999983
311111,1983,15,308.2,11.1,22.1,209.7,4293.8,1997.1,2268,60.1,209.8,66.6,2689.7,1594.1,1095.6,0.569999993,0.388999999,0.598999977,0.611999989,0.008,0.709999979,0.008,0.709999979
311111,1984,15.2,329.9,11.3,22,218.5,4417.7,1973.6,2451.1,71.1,224.2,65.3,2668.7,1583,1085.7,0.591000021,0.428000003,0.609000027,0.620999992,0.044,0.742999971,0.045000002,0.742999971
311111,1985,14.6,347.4,10.6,20.8,223.5,4770.5,1932.6,2868.4,88.6,236.7,69.4,2693.8,1616.9,1077.1,0.535000026,0.395999998,0.61500001,0.610000014,0.150000006,0.862999976,0.150000006,0.862999976
311111,1986,14.2,371.6,10.3,20.9,244.2,4925.2,2029.3,2933.5,102.2,280.1,68.2,2672,1607.5,1064.5,0.514999986,0.381000012,0.644999981,0.550000012,0.037999999,0.896000028,0.037999999,0.897000015
311111,1987,13.4,365.8,9.9,20.5,244.2,5069.3,2296.8,2741.5,108.2,234.9,67.8,2684.1,1619.4,1064.5,0.531000018,0.384000003,0.671999991,0.523999989,-0.048999999,0.852999985,-0.048999999,0.853999972
311111,1988,13.7,384.6,10.1,20.9,254.4,5956.4,2911,3088.4,143.9,299.3,77,2725.5,1664.7,1060.9,0.551999986,0.435000002,0.699999988,0.513000011,0.059999999,0.907000005,0.061000001,0.907000005
311111,1989,13.2,395.1,9.8,20.1,263.6,6703.3,3149.2,3577.6,144.2,327.8,67.8,2811.6,1756.9,1054.8,0.583000004,0.437000006,0.722000003,0.537,0.017000001,0.921999991,0.016000001,0.921999991
311111,1990,12.9,395.4,9.5,20,262.3,7015,3210.5,3842.2,167.9,371.2,66.4,2886.9,1823.8,1063.1,0.595000029,0.416000009,0.749000013,0.56099999,-0.02,0.903999984,-0.02,0.902999997
311111,1991,12.8,405,9.6,20.6,271.4,7097.4,3467.3,3619.8,167.7,336,64.9,2978.3,1915.4,1062.9,0.612999976,0.419,0.773000002,0.57099998,-0.064000003,0.847000003,-0.064999998,0.847000003
311111,1992,13.8,455.6,10.5,22.4,301.5,7023.9,3295.5,3729.9,179.8,347.9,71,3053.7,2002.9,1050.8,0.619000018,0.421000004,0.788999975,0.57099998,-0.01,0.838999987,-0.01,0.838999987
311111,1993,14.1,477.6,10.7,23.5,323.5,7245.3,3591.7,3643,141.4,372.3,90.5,3139.1,2088,1051.1,0.633000016,0.425000012,0.802999973,0.584999979,-0.043000001,0.802999973,-0.043000001,0.802999973
311111,1994,13.3,454.4,9.8,22.1,302.9,6938.2,3465.2,3477.5,191.2,340.8,78.7,3161.8,2127.1,1034.7,0.640999973,0.439999998,0.819999993,0.568000019,-0.022,0.786000013,-0.022,0.786000013
311111,1995,13.4,464.1,9.6,22,301,7253,3961.9,3279.1,233.3,353.4,82.2,3239.2,2201.6,1037.6,0.638000011,0.458000004,0.845000029,0.552999973,-0.012,0.77700001,-0.012,0.77700001
311111,1996,13.3,484.5,10.1,23.3,330.5,7572.2,4113.4,3496.6,210.5,366.8,101.3,3361.8,2308.1,1053.7,0.672999978,0.497000009,0.856999993,0.629000008,0,0.77700001,0.001,0.77700001
311111,1997,14,502.2,10.6,23.4,345.4,8688.2,4402.1,4307.1,257.3,384.5,98.6,3446.1,2373.2,1072.9,0.680000007,0.497999996,0.851000011,0.638000011,0.082000002,0.842999995,0.081,0.842999995
311111,1998,14.1,528.1,10.8,24,370.1,8967.1,4548.6,4396.8,208,397.4,98.8,3575.9,2473.9,1102,0.680999994,0.492000014,0.838999987,0.614000022,-0.009,0.836000025,-0.009,0.834999979
311111,1999,14.2,557.5,11,24,380.3,8559.6,4324.9,4249.7,242.8,368.5,98.6,3639.9,2533.8,1106,0.675999999,0.449000001,0.83099997,0.60799998,-0.067000002,0.782000005,-0.067000002,0.782000005
311111,2000,14.8,583.8,11.5,25.1,390,8751.4,4471.4,4283,332.5,410.6,108,3741.3,2626.5,1114.8,0.674000025,0.460999995,0.828000009,0.680000007,0.007,0.787999988,0.007,0.787
311111,2001,14.1,568,10.7,22.7,382,9734.9,4576,5153.9,282.8,397,134.3,3947,2811.6,1135.5,0.693000019,0.467000008,0.824000001,0.737999976,0.052000001,0.829999983,0.052999999,0.829999983
311111,2002,14.5,635,11,23.4,436.7,10662.2,4786.7,5924.7,226.8,456.1,134.4,4075.2,2927.9,1147.3,0.693000019,0.481999993,0.819999993,0.681999981,0.068000004,0.888000011,0.068999998,0.888999999
311111,2003,14.2,627.7,11.1,23.8,436.7,11006.9,4713.7,6270,266.5,468.5,134.4,4122.8,2965.6,1157.2,0.680000007,0.532000005,0.824000001,0.778999984,0.094999999,0.976999998,0.094999999,0.977999985
311111,2004,13,618.4,10.1,22.1,438.8,12127.9,5405.7,6722.6,271.3,448.4,139.1,4220.1,3063.8,1156.3,0.720000029,0.578999996,0.842999995,0.810000002,0.009,0.986000001,0.009,0.986999989
311111,2005,14.5,680.8,11.2,24.5,484.6,13169.9,5829.4,7355,266.9,462.6,175.4,4299.8,3126.6,1173.2,0.728999972,0.584999979,0.869000018,0.94599998,0.026000001,1.011999965,0.026000001,1.011999965
311111,2006,14.6,697.4,11.5,24.7,499.7,13596.6,5805.3,7804.2,273.7,482.1,186.7,4355.7,3166,1189.6,0.74000001,0.643000007,0.893999994,0.959999979,0.052999999,1.067000031,0.054000001,1.069000006
311111,2007,16.9,793.6,13,27.9,552.8,14504.6,6984.4,7561.2,293,598.3,197.5,4401.3,3180.1,1221.1,0.779999971,0.722000003,0.921000004,0.963999987,-0.033,1.032999992,-0.033,1.034000039
311111,2008,16.9,815.8,13.1,27.8,568,18647.6,8766.4,9891.6,312.5,633.1,210.3,4455,3209.2,1245.8,0.882000029,0.800999999,0.949999988,1.05400002,0.064000003,1.101999998,0.064000003,1.101999998
311111,2009,17.5,889,13.3,28.2,624.6,19862.2,9919.6,9928,411.7,658.9,199.3,4524.3,3278.6,1245.7,0.940999985,0.740999997,0.961000025,0.994000018,-0.107000001,0.99000001,-0.108000003,0.99000001
311111,2010,18.2,946.2,13.3,28.1,653.9,20674.6,11034.4,9753.2,475,870.3,205,4700.6,3439.3,1261.3,0.939999998,0.805000007,0.963,0.999000013,0.01,1,0.01,1
311111,2011,16.9,912.4,12.1,25.6,619.2,20825.2,11697.8,9201.7,444.5,999.8,196.6,4924.5,3638.3,1286.2,0.971000016,0.943000019,0.985000014,1.032999992,0.014,1.014000058,0.014,1.014000058
311111,2012,16.9,934.3,12.5,26.7,629.5,21542.1,12510.6,9045.9,395,937.6,171.6,5095.9,3787.9,1308,1,1,1,1,-0.014,1,-0.014,1
311111,2013,17.1,981.5,12.4,27.5,652.3,23232.2,13298.9,10019.8,453.1,1021.9,191.6,5203.1,3886.6,1316.4,1.039999962,0.994000018,1.006000042,1.01699996,-0.012,0.987999976,-0.012,0.987999976
311111,2014,17.9,1015.4,13.2,30.4,701.3,23839,13460.8,10395,623.6,953,189.2,5346.3,3993.8,1352.5,1.057000041,0.952000022,1.016000032,1.07099998,-0.035,0.953999996,-0.035,0.953999996
311111,2015,16.5,1008.6,12.5,29.7,740,22605.8,12361.5,10335.6,584,1027.2,200.5,5649.8,4248.9,1400.9,1.069000006,0.893999994,1.018000007,1.001000047,-0.071999997,0.888000011,-0.071999997,0.888000011
311111,2016,17.9,1069.7,13.9,31.3,779,23410.1,12392.1,11029.4,764.2,1082.9,170.9,5895.5,4441,1454.5,1.088999987,0.859000027,1.018000007,0.980000019,-0.026000001,0.86500001,-0.026000001,0.86500001
311111,2017,22.3,1345,18,39,1011.8,23202.7,12600.5,10682.8,334.6,1238.6,177,,,,1.088000059,0.874000013,,1.082999945,,,,
311111,2018,24,1476.8,19.4,43.8,1003,22871.5,13430.4,9406.9,,1239.2,201.3,,,,1.10800004,0.887000024,,1.101999998,,,,
311119,1958,39.2,170.6,25.9,55.5,101.8,2194.1,1690.9,531.5,37.2,132.4,15.6,2600.6,1120.9,1479.9,0.202999994,0.133000001,0.163000003,0.152999997,,0.680999994,,0.677999973
311119,1959,38.9,173.2,25.4,54.9,101.1,2212.1,1705.5,534.8,38,144.6,17.4,2784.3,1239.8,1544.4,0.197999999,0.131999999,0.165000007,0.150000006,0.012,0.68900001,0.012,0.68599999
311119,1960,38.6,178,25.1,54.5,102.5,2210.3,1691.7,537.3,33.5,129,19.1,2893.6,1319.5,1573.8,0.180999994,0.126000002,0.167999998,0.156000003,0.052999999,0.726000011,0.052999999,0.72299999
311119,1961,38.2,183.4,24.8,54.8,105.4,2356.7,1805.9,573.1,30.2,128.8,20.9,2985.3,1384.2,1601.2,0.194999993,0.135000005,0.167999998,0.152999997,-0.013,0.717000008,-0.013,0.713999987
311119,1962,38.5,189.2,24.8,54.1,106.8,2474.4,1917.9,586.4,38.3,137.5,22.6,3077.1,1440.4,1636.9,0.208000004,0.136000007,0.170000002,0.155000001,-0.057999998,0.675999999,-0.057999998,0.674000025
311119,1963,37.4,188.4,23.5,51.6,106.7,2628.7,2008.3,654.4,36.1,159.4,23,3162.6,1498,1664.6,0.217999995,0.138999999,0.172999993,0.155000001,-0.011,0.66900003,-0.011,0.666000009
311119,1964,36.1,190.4,22.9,50.6,107,2621.7,2000.8,650.7,34.1,156.9,24.4,3293.4,1570.7,1722.7,0.213,0.138999999,0.175999999,0.152999997,0.02,0.681999981,0.02,0.680000007
311119,1965,35.1,190.6,21.8,48.9,106.1,2701.3,2086,646.3,44.8,159.2,25.8,3370.6,1625.1,1745.5,0.216999993,0.143000007,0.179000005,0.150999993,-0.006,0.677999973,-0.006,0.675999999
311119,1966,35.2,201.8,21.7,48.7,110.3,3007,2359.8,686.5,42,176.4,27.2,3488.6,1709.3,1779.4,0.232999995,0.151999995,0.185000002,0.151999995,-0.017000001,0.666999996,-0.017000001,0.663999975
311119,1967,36.5,220.4,23.5,51.2,125.5,3250,2475.8,816.1,51.1,191.2,28.6,3569,1758.5,1810.5,0.228,0.143999994,0.193000004,0.147,0.02,0.680000007,0.02,0.676999986
311119,1968,36.4,230.1,23.4,50.7,131.1,3225.6,2406.7,849.3,60.7,182.1,30.1,3683.7,1827.4,1856.3,0.216000006,0.141000003,0.202000007,0.145999998,0.046,0.712000012,0.046,0.709999979
311119,1969,38,250.9,24.4,52.6,144.8,3447.5,2548.9,936.4,67,196,31.7,3838.9,1932.2,1906.6,0.218999997,0.145999998,0.211999997,0.147,0.024,0.730000019,0.024,0.726999998
311119,1970,39.1,272.9,26,54.4,163.4,3764.6,2794.2,1025.8,75,218.5,33.2,4020.7,2047,1973.7,0.233999997,0.157000005,0.223000005,0.151999995,0.001,0.731000006,0.001,0.727999985
311119,1971,37.2,278.8,24.8,51.2,167,3936.8,2942.5,1031.5,117.6,219.6,34.8,4216.1,2172.7,2043.5,0.240999997,0.158999994,0.236000001,0.160999998,-0.018999999,0.717000008,-0.018999999,0.713999987
311119,1972,45.6,353.2,28.9,63.2,196.3,5174.1,4056.9,1140.5,76.5,279.9,50,4492.5,2379.3,2113.1,0.252999991,0.172000006,0.245000005,0.171000004,0.008,0.72299999,0.008,0.720000029
311119,1973,42.7,366.6,26.4,60.6,200.5,6964.9,5666.1,1355.6,75,372.2,51.2,4619.1,2478.2,2141,0.395999998,0.244000003,0.252999991,0.184,-0.137999997,0.629999995,-0.137999997,0.626999974
311119,1974,45.2,410.8,27.9,59.8,219.3,7934.2,6508.6,1460.5,117.6,438,53.8,4778,2593.4,2184.5,0.405999988,0.268999994,0.282000005,0.237000003,0.064999998,0.671999991,0.066,0.670000017
311119,1975,44.4,427.8,27.7,59.4,225.8,7493.4,6060.1,1446.2,100.8,395.8,64.9,4956,2763.4,2192.6,0.386999995,0.26699999,0.326000005,0.294,0.039999999,0.699999988,0.039999999,0.697000027
311119,1976,43.4,458.5,26.8,57.9,239.5,8210.2,6588.4,1668.5,102.3,453.5,73.8,5034.4,2806.5,2227.8,0.421000004,0.27700001,0.347000003,0.340000004,-0.033,0.676999986,-0.033,0.674000025
311119,1977,41.1,486.8,24.7,51.2,253.5,9090.5,7474.6,1636.3,137.2,474.5,86.2,5172.5,2920.2,2252.1,0.428000003,0.289999992,0.377999991,0.381999999,0.018999999,0.689999998,0.018999999,0.686999977
311119,1978,42.8,546.6,25.1,52.3,275.2,9213.5,7516.8,1726.3,126.8,510.8,100,5259.6,2985.5,2274.1,0.419,0.298000008,0.409000009,0.446999997,0.050999999,0.726000011,0.050999999,0.72299999
311119,1979,41.4,552.4,25.5,54.1,296.2,10543,8501.5,2084.1,158.5,603.1,110.4,5254.3,2994.9,2259.3,0.469000012,0.331,0.448000014,0.518000007,0.01,0.73299998,0.009,0.730000019
311119,1980,41.2,600.3,25.1,53.2,318.6,11120.4,9022.1,2135.3,187.3,653.7,124.4,5376.5,3091.9,2284.7,0.48300001,0.34799999,0.495999992,0.597000003,0.013,0.741999984,0.013,0.739000022
311119,1981,39.6,606.6,23.4,51.2,325.3,11718.5,9595.9,2130.7,163.2,626.6,136.8,5560.3,3259.7,2300.6,0.483999997,0.370000005,0.545000017,0.647000015,0.045000002,0.776000023,0.045000002,0.773000002
311119,1982,39.6,649.9,23.1,48,346,11732.3,9391.7,2338.8,140,584.3,149.8,5518.8,3245.3,2273.5,0.439999998,0.349000007,0.57099998,0.691999972,0.071000002,0.833000004,0.071000002,0.829999983
311119,1983,38.3,659.8,22.7,46.3,352.7,12237.4,9843.8,2416.2,136.9,643.4,196.2,5379.4,3143.7,2235.7,0.479999989,0.344000012,0.584999979,0.713999987,-0.090000004,0.762000024,-0.089000002,0.759000003
311119,1984,36.5,655.1,20.8,42.3,343.4,12387.8,9808.4,2559,163.9,594,156.1,5372.2,3150.8,2221.3,0.48300001,0.391000003,0.593999982,0.72299999,0.114,0.852999985,0.112999998,0.850000024
311119,1985,34,633,18.9,38.5,330,10936,8413.6,2479.3,150.9,558,133.9,5463.6,3253.5,2210,0.423999995,0.344000012,0.601000011,0.716000021,0.026000001,0.875999987,0.026000001,0.871999979
311119,1986,31.9,635.4,17.3,36.4,316.7,10217.8,7860.7,2345,137.7,532.9,123,5380.4,3202.2,2178.3,0.423000008,0.324999988,0.629000008,0.658999979,-0.050000001,0.833000004,-0.050000001,0.829999983
311119,1987,34.4,718.7,19.4,40.6,348.2,11458.3,8863.3,2600.7,153.6,595,139.1,5306.1,3145.2,2160.9,0.425999999,0.32100001,0.656000018,0.634000003,0.004,0.837000012,0.004,0.833000004
311119,1988,33.3,708.5,19.2,40.2,342.6,12779.5,10037.8,2804.4,139.6,684.5,143.3,5305.6,3162.5,2143.2,0.50999999,0.381000012,0.684000015,0.620999992,-0.032000002,0.810000002,-0.032000002,0.806999981
311119,1989,34.8,764.8,19.6,41.8,377.3,13527.1,10791.8,2759.9,228.3,675.2,148.8,5280,3155.7,2124.3,0.518000007,0.397000015,0.703999996,0.652999997,0.013,0.819999993,0.012,0.816999972
311119,1990,35.7,804.1,20.6,43.9,394.6,13558.4,10653.3,2916.5,215.5,705.2,153.9,5374,3208.3,2165.8,0.486000001,0.382999986,0.731000006,0.683000028,0.044,0.85799998,0.044,0.853999972
311119,1991,35.7,829,21,44.1,419.2,13684.6,10863,2828.5,161.6,684.4,166.7,5427.3,3272.8,2154.5,0.48300001,0.377000004,0.751999974,0.69599998,-0.013,0.847000003,-0.013,0.843999982
311119,1992,35.4,872.9,19.6,41.3,416.1,14361.4,11477.7,2873.1,183.4,723.3,200,5390.1,3244.6,2145.6,0.49000001,0.377999991,0.765999973,0.697000027,-0.009,0.838999987,-0.008,0.836000025
311119,1993,33.7,870,19,41.2,415.3,14844.1,11058.7,3779.8,154.3,757.2,188.5,5386.1,3249,2137.1,0.499000013,0.391000003,0.779999971,0.712000012,0.071999997,0.901000023,0.071999997,0.898999989
311119,1994,34.1,890.3,19,41,413.4,15050.5,10902,4145.2,223,707.4,200.5,5329.5,3219.8,2109.6,0.513999999,0.402999997,0.799000025,0.694000006,0.02,0.91900003,0.02,0.916999996
311119,1995,34.1,888.5,20.2,42.8,440.5,16312.9,11411.8,4939.1,214.8,804.2,197,5357,3244.5,2112.5,0.510999978,0.412,0.823000014,0.68599999,0.068999998,0.985000014,0.068000004,0.981999993
311119,1996,32.4,863.2,19.1,41.4,426.4,18059.3,14049.4,4046.7,200.2,795.6,198.6,5373.8,3277.2,2096.5,0.628000021,0.470999986,0.834999979,0.734000027,-0.158000007,0.841000021,-0.158999994,0.838
311119,1997,32.7,976.4,19.6,39.2,500.3,19044.1,14589.4,4472.7,267.7,833.5,186.8,5366.3,3263.5,2102.8,0.583000004,0.467000008,0.833000004,0.749000013,0.093999997,0.924000025,0.093999997,0.921000004
311119,1998,31.4,985.9,19.9,39.7,540.8,17883.8,13387.5,4405.6,363.3,841.6,176.5,5431.9,3293.1,2138.8,0.493999988,0.453999996,0.824999988,0.734000027,0.147,1.070000052,0.147,1.067000031
311119,1999,34.1,1047.2,21.4,41.4,567.9,15930.1,12021.1,3934.1,366.7,737.8,186.1,5616.8,3440.3,2176.4,0.444000006,0.421000004,0.823000014,0.745000005,0.006,1.077000022,0.006,1.072999954
311119,2000,34.5,1086.3,20.9,43,567,15483.8,11937.4,3622,265,835.3,264.3,5786.6,3558.9,2227.8,0.453999996,0.430000007,0.823000014,0.829999983,-0.039999999,1.034999967,-0.037999999,1.032999992
311119,2001,35.4,1131.9,21.2,44.3,580.3,16990,12388.1,4646.5,352.5,946.9,294.3,5822.5,3604,2218.5,0.465999991,0.43900001,0.818000019,0.860000014,0.050000001,1.087000012,0.050000001,1.085999966
311119,2002,32.5,1118.5,20.1,40.4,591.8,17318.2,12735.1,4649.5,322.7,923.1,229.5,5970.5,3758.4,2212.2,0.481000006,0.465000004,0.814999998,0.816999972,0.013,1.100999951,0.012,1.098999977
311119,2003,33.2,1204,20.7,44.1,647.9,22790.6,17382.9,6148.1,397.9,1391.2,210.5,6061.5,3837.3,2224.3,0.509000003,0.501999974,0.819999993,0.968999982,0.039000001,1.144999981,0.035999998,1.139999986
311119,2004,30.1,1117.6,18.2,38.1,594.1,19793.7,13965.5,5837.1,312.2,961,271.6,6214.4,3917.6,2296.8,0.550999999,0.518000007,0.842000008,0.927999973,-0.039000001,1.100999951,-0.035999998,1.100000024
311119,2005,29.4,1161.4,17.5,37.1,607.6,20169.5,13571.7,6635,360.8,1122.8,342.3,6272.6,3992.4,2280.2,0.526000023,0.50999999,0.867999971,1.044999957,0.071999997,1.184000015,0.072999999,1.182999969
311119,2006,29.2,1153.4,17.6,36.1,616.2,20391.1,13711.8,6666.3,406.4,1190.9,335.2,6352.8,4053.1,2299.7,0.551999986,0.584999979,0.89200002,1.090999961,0.045000002,1.238999963,0.046,1.238000035
311119,2007,29.3,1182.6,18,36.9,624.2,24669.3,18465.3,6312.9,400.8,1457.3,365.2,6476.3,4168.6,2307.7,0.671000004,0.693000019,0.917999983,1.10800004,-0.101000004,1.120000005,-0.101000004,1.120000005
311119,2008,30.1,1220.4,18.6,38.9,647.2,31198.3,23781.1,7601.2,707.5,1704.3,579.6,6525.8,4204.3,2321.5,0.850000024,0.800999999,0.949000001,1.217000008,-0.088,1.024999976,-0.086999997,1.02699995
311119,2009,28.8,1167.3,18,36.1,640.1,30747,21980.8,8808.5,315.1,1616.3,416.1,6858.3,4472.3,2386,0.76700002,0.707000017,0.959999979,1.087000012,0.048,1.075999975,0.046,1.075000048
311119,2010,28.4,1233.9,18.4,36.8,678.3,28449.5,21478.8,6957.2,354.1,1631.3,380.7,6816.8,4457.7,2359.1,0.757000029,0.768999994,0.961000025,1.021000028,0.016000001,1.093000054,0.016000001,1.093000054
311119,2011,28.1,1260.1,18.6,36.8,703.4,34407.2,27084.9,7442.7,357.6,1987.1,466.9,6802.6,4455.9,2346.7,0.927999973,0.93599999,0.98299998,1.037999988,-0.039000001,1.050999999,-0.039000001,1.050999999
311119,2012,28,1285.7,17.6,35.9,703.5,36363.5,30014,6612.9,498.9,2310.2,323.4,6786.4,4450.8,2335.6,1,1,1,1,-0.050000001,1,-0.050000001,1
311119,2013,27.5,1304.2,17.8,37.1,733.8,37535.6,30852.1,6737.7,672.7,2044.6,332.2,6858.9,4458.9,2400,1.001999974,0.973999977,1.00999999,1.036000013,-0.016000001,0.984000027,-0.016000001,0.984000027
311119,2014,26.1,1312.2,16.9,36.1,726.9,35511.8,29051.4,6482.8,720.2,2018,356.5,7074,4560.7,2513.4,0.90200001,0.847000003,1.027999997,1.042999983,-0.017999999,0.966000021,-0.017999999,0.966000021
311119,2015,27.1,1394.3,17.9,36.9,794.8,34722.3,27451.2,7260.1,576.6,2157.8,346.8,7273.4,4578,2695.5,0.825999975,0.762000024,1.036000013,0.963999987,0.021,0.986999989,0.021,0.986999989
311119,2016,28.2,1446.7,18.9,38.4,842.1,33112.5,25791.5,7354.3,610.5,2129.3,335.6,7412.6,4681.9,2730.6,0.791000009,0.731000006,1.034000039,0.944999993,0.009,0.995000005,0.009,0.995000005
311119,2017,27.9,1477.3,18.6,37.4,835.7,31930.3,24837.1,7055.4,587,2335.5,338.8,,,,0.777999997,0.735000014,,1.046000004,,,,
311119,2018,27.7,1508.6,18.4,34.4,913.7,33321,25389.2,7823,,2432.7,391.8,,,,0.813000023,0.748000026,,1.065999985,,,,
311211,1958,28.2,140.1,20.5,44.1,96.2,2086.8,1693.9,393.1,22.1,210.5,13,1564.1,669.3,894.8,0.256999999,0.126000002,0.158999994,0.137999997,,0.509000003,,0.505999982
311211,1959,28.5,144,20.8,46.5,98,2166.4,1758.9,410.9,31.1,214.4,13.5,1676.8,742.4,934.3,0.25,0.128000006,0.160999998,0.135000005,0.037,0.528999984,0.037,0.524999976
311211,1960,27.2,144.9,19.5,44.8,97,2240.4,1800.6,444.4,28.5,218.3,14,1797.6,827.9,969.8,0.257999986,0.123999998,0.164000005,0.142000005,-0.048,0.504000008,-0.048,0.500999987
311211,1961,26.6,151.8,19.4,44.4,100.7,2331.5,1892,447.1,24.1,253,14.6,1904.6,902.5,1002.2,0.266000003,0.128000006,0.163000003,0.135000005,-0.008,0.5,-0.008,0.497000009
311211,1962,25.7,149.5,18.9,43.8,100,2369.5,1929.5,441.3,25.7,262.8,15.1,1995.1,960.4,1034.9,0.280999988,0.133000001,0.165999994,0.138999999,-0.033,0.483999997,-0.032000002,0.481000006
