country_name, 1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,
United States,7.780,8.185,8.303,8.422,8.460,8.943,8.521,8.187,8.082,8.271,8.124,8.144,8.204,8.288,7.647,7.439,7.792,7.848,7.791,7.821,7.686,7.766,7.743,7.780,7.851,7.910,7.963,8.010,8.066,8.123,8.185,8.248,8.312,8.368,
