naics,naics_title,short_title,short_label,full_label,match_level,avg_baseline_productivity,avg_scenario_productivity,avg_baseline_revenue,avg_scenario_revenue,prod_change,prod_pct_change,revenue_change,revenue_pct_change
315240,Cut and Sew Apparel ManufacturingT,Cut & Sew App MfgT,315240 | Cut & Sew App MfgT,315240 - Cut and Sew Apparel ManufacturingT,prefix_4_digit,106.993225,106.993225,222.09216,222.09216,0.0,0.0,0.0,0.0
315280,Cut and Sew Apparel ManufacturingT,Cut & Sew App MfgT,315280 | Cut & Sew App MfgT,315280 - Cut and Sew Apparel ManufacturingT,prefix_4_digit,89.02429,89.02429,160.3241,160.3241,0.0,0.0,0.0,0.0
315990,Apparel Accessories and Other Apparel Manufacturing,App Accessories & Other App Mfg,315990 | App Accessories & Other App Mfg,315990 - Apparel Accessories and Other Apparel Manufacturing,exact,80.97853,80.97853,150.9213,150.9213,0.0,0.0,0.0,0.0
316110,Leather and Hide Tanning and Finishing,Leather & Hide Tanning & Finishing,316110 | Leather & Hide Tanning & Finishing,316110 - Leather and Hide Tanning and Finishing,exact,122.084755,122.084755,523.38074,523.38074,0.0,0.0,0.0,0.0
316210,Footwear Manufacturing,Footwear Mfg,316210 | Footwear Mfg,316210 - Footwear Manufacturing,exact,93.23343,93.23343,183.50302,183.50302,0.0,0.0,0.0,0.0
316992,Other Leather and Allied Product ManufacturingT,Other Leather & Allied Prod MfgT,316992 | Other Leather & Allied Prod MfgT,316992 - Other Leather and Allied Product ManufacturingT,prefix_5_digit,138.6162,138.6162,248.85904,248.85904,0.0,0.0,0.0,0.0
316998,Other Leather and Allied Product ManufacturingT,Other Leather & Allied Prod MfgT,316998 | Other Leather & Allied Prod MfgT,316998 - Other Leather and Allied Product ManufacturingT,prefix_5_digit,102.40696,102.40696,195.41537,195.41537,0.0,0.0,0.0,0.0
321113,Sawmills,Sawmills,321113 | Sawmills,321113 - Sawmills,exact,169.94962,169.94962,373.37933,373.37933,0.0,0.0,0.0,0.0
321114,Wood Preservation,Wood Preservation,321114 | Wood Preservation,321114 - Wood Preservation,exact,196.84433,196.84433,713.03455,713.03455,0.0,0.0,0.0,0.0
321211,Hardwood Veneer and Plywood Manufacturing,Hardwood Veneer & Plywood Mfg,321211 | Hardwood Veneer & Plywood Mfg,321211 - Hardwood Veneer and Plywood Manufacturing,exact,113.61743,113.61743,284.05798,284.05798,0.0,0.0,0.0,0.0
321212,Softwood Veneer and Plywood Manufacturing,Softwood Veneer & Plywood Mfg,321212 | Softwood Veneer & Plywood Mfg,321212 - Softwood Veneer and Plywood Manufacturing,exact,167.2009,167.2009,367.7898,367.7898,0.0,0.0,0.0,0.0
321213,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, & Engineered Wood Pr...","321213 | Veneer, Plywood, & Engineered Wood Pr...","321213 - Veneer, Plywood, and Engineered Wood Product ManufacturingT",prefix_5_digit,158.21771,158.21771,448.06766,448.06766,0.0,0.0,0.0,0.0
321214,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, & Engineered Wood Pr...","321214 | Veneer, Plywood, & Engineered Wood Pr...","321214 - Veneer, Plywood, and Engineered Wood Product ManufacturingT",prefix_5_digit,112.52853,112.52853,209.25963,209.25963,0.0,0.0,0.0,0.0
321219,Reconstituted Wood Product Manufacturing,Reconstituted Wood Prod Mfg,321219 | Reconstituted Wood Prod Mfg,321219 - Reconstituted Wood Product Manufacturing,exact,239.92883,239.92883,555.501,555.501,0.0,0.0,0.0,0.0
321911,Wood Window and Door Manufacturing,Wood Window & Door Mfg,321911 | Wood Window & Door Mfg,321911 - Wood Window and Door Manufacturing,exact,118.37105,118.37105,234.91019,234.91019,0.0,0.0,0.0,0.0
321912,"Cut Stock, Resawing Lumber, and Planing","Cut Stock, Resawing Lumber, & Planing","321912 | Cut Stock, Resawing Lumber, & Planing","321912 - Cut Stock, Resawing Lumber, and Planing",exact,131.62265,131.62265,286.25403,286.25403,0.0,0.0,0.0,0.0
321918,Other Millwork (including Flooring),Other Millwork (including Flooring),321918 | Other Millwork (including Flooring),321918 - Other Millwork (including Flooring),exact,111.95047,111.95047,261.4744,261.4744,0.0,0.0,0.0,0.0
321920,Wood Container and Pallet Manufacturing,Wood Container & Pallet Mfg,321920 | Wood Container & Pallet Mfg,321920 - Wood Container and Pallet Manufacturing,exact,95.57854,95.57854,207.49048,207.49048,0.0,0.0,0.0,0.0
321991,Manufactured Home (Mobile Home) Manufacturing,Manufactured Home (Mobile Home) Mfg,321991 | Manufactured Home (Mobile Home) Mfg,321991 - Manufactured Home (Mobile Home) Manufacturing,exact,95.03868,95.03868,216.61383,216.61383,0.0,0.0,0.0,0.0
321992,Prefabricated Wood Building Manufacturing,Prefabricated Wood Building Mfg,321992 | Prefabricated Wood Building Mfg,321992 - Prefabricated Wood Building Manufacturing,exact,96.68573,96.68573,222.6412,222.6412,0.0,0.0,0.0,0.0
321999,All Other Miscellaneous Wood Product Manufacturing,All Other Misc Wood Prod Mfg,321999 | All Other Misc Wood Prod Mfg,321999 - All Other Miscellaneous Wood Product Manufacturing,exact,137.57889,137.57889,259.02213,259.02213,0.0,0.0,0.0,0.0
322110,Pulp Mills,Pulp Mills,322110 | Pulp Mills,322110 - Pulp Mills,exact,371.0556,371.0556,758.9745,758.9745,0.0,0.0,0.0,0.0
322121,Paper MillsT,Paper MillsT,322121 | Paper MillsT,322121 - Paper MillsT,prefix_5_digit,377.00586,377.00586,710.1019,710.1019,0.0,0.0,0.0,0.0
322122,Paper MillsT,Paper MillsT,322122 | Paper MillsT,322122 - Paper MillsT,prefix_5_digit,343.74554,343.74554,783.95825,783.95825,0.0,0.0,0.0,0.0
322130,Paperboard Mills,Paperbd Mills,322130 | Paperbd Mills,322130 - Paperboard Mills,exact,464.8269,464.8269,873.7073,873.7073,0.0,0.0,0.0,0.0
322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated & Solid Fiber Box Mfg,322211 | Corrugated & Solid Fiber Box Mfg,322211 - Corrugated and Solid Fiber Box Manufacturing,exact,184.95358,184.95358,486.76758,486.76758,0.0,0.0,0.0,0.0
322212,Folding Paperboard Box Manufacturing,Folding Paperbd Box Mfg,322212 | Folding Paperbd Box Mfg,322212 - Folding Paperboard Box Manufacturing,exact,154.51764,154.51764,370.44952,370.44952,0.0,0.0,0.0,0.0
322219,Other Paperboard Container Manufacturing,Other Paperbd Container Mfg,322219 | Other Paperbd Container Mfg,322219 - Other Paperboard Container Manufacturing,exact,191.56879,191.56879,374.14142,374.14142,0.0,0.0,0.0,0.0
322220,Paper Bag and Coated and Treated Paper Manufacturing,Paper Bag & Coated & Treated Paper Mfg,322220 | Paper Bag & Coated & Treated Paper Mfg,322220 - Paper Bag and Coated and Treated Paper Manufacturing,exact,169.19534,169.19534,419.29532,419.29532,0.0,0.0,0.0,0.0
322230,Stationery Product Manufacturing,Stationery Prod Mfg,322230 | Stationery Prod Mfg,322230 - Stationery Product Manufacturing,exact,146.84824,146.84824,395.50122,395.50122,0.0,0.0,0.0,0.0
322291,Sanitary Paper Product Manufacturing,Sanitary Paper Prod Mfg,322291 | Sanitary Paper Prod Mfg,322291 - Sanitary Paper Product Manufacturing,exact,324.3728,324.3728,676.8179,676.8179,0.0,0.0,0.0,0.0
322299,All Other Converted Paper Product Manufacturing,All Other Converted Paper Prod Mfg,322299 | All Other Converted Paper Prod Mfg,322299 - All Other Converted Paper Product Manufacturing,exact,169.25319,169.25319,326.99646,326.99646,0.0,0.0,0.0,0.0
323111,Commercial Printing (except Screen and Books),Commercial Print (except Screen & Books),323111 | Commercial Print (except Screen & Books),323111 - Commercial Printing (except Screen and Books),exact,135.49185,135.49185,239.47665,239.47665,0.0,0.0,0.0,0.0
323113,Commercial Screen Printing,Commercial Screen Print,323113 | Commercial Screen Print,323113 - Commercial Screen Printing,exact,94.915665,94.915665,172.98787,172.98787,0.0,0.0,0.0,0.0
323117,Books Printing,Books Print,323117 | Books Print,323117 - Books Printing,exact,112.39676,112.39676,199.4049,199.4049,0.0,0.0,0.0,0.0
323120,Support Activities for Printing,Support Activities for Print,323120 | Support Activities for Print,323120 - Support Activities for Printing,exact,91.23599,91.23599,151.87604,151.87604,0.0,0.0,0.0,0.0
324110,Petroleum Refineries,Petroleum Refineries,324110 | Petroleum Refineries,324110 - Petroleum Refineries,exact,1186.5024,1186.5024,6538.848,6538.848,0.0,0.0,0.0,0.0
324121,Asphalt Paving Mixture and Block Manufacturing,Asphalt Paving Mixture & Block Mfg,324121 | Asphalt Paving Mixture & Block Mfg,324121 - Asphalt Paving Mixture and Block Manufacturing,exact,314.81415,314.81415,855.8128,855.8128,0.0,0.0,0.0,0.0
324122,Asphalt Shingle and Coating Materials Manufacturing,Asphalt Shingle & Coating Materials Mfg,324122 | Asphalt Shingle & Coating Materials Mfg,324122 - Asphalt Shingle and Coating Materials Manufacturing,exact,482.28732,482.28732,1100.3088,1100.3088,0.0,0.0,0.0,0.0
324191,Petroleum Lubricating Oil and Grease Manufacturing,Petroleum Lubricating Oil & Grease Mfg,324191 | Petroleum Lubricating Oil & Grease Mfg,324191 - Petroleum Lubricating Oil and Grease Manufacturing,exact,503.28238,503.28238,1406.3489,1406.3489,0.0,0.0,0.0,0.0
324199,All Other Petroleum and Coal Products Manufacturing,All Other Petroleum & Coal Prod Mfg,324199 | All Other Petroleum & Coal Prod Mfg,324199 - All Other Petroleum and Coal Products Manufacturing,exact,461.98798,461.98798,1137.939,1137.939,0.0,0.0,0.0,0.0
325110,Petrochemical Manufacturing,Petrochemical Mfg,325110 | Petrochemical Mfg,325110 - Petrochemical Manufacturing,exact,2722.1343,2722.1343,5475.634,5475.634,0.0,0.0,0.0,0.0
325120,Industrial Gas Manufacturing,Industrial Gas Mfg,325120 | Industrial Gas Mfg,325120 - Industrial Gas Manufacturing,exact,440.063,440.063,946.3357,946.3357,0.0,0.0,0.0,0.0
325130,Synthetic Dye and Pigment Manufacturing,Synthetic Dye & Pigment Mfg,325130 | Synthetic Dye & Pigment Mfg,325130 - Synthetic Dye and Pigment Manufacturing,exact,339.64667,339.64667,808.8898,808.8898,0.0,0.0,0.0,0.0
325180,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chem Mfg,325180 | Other Basic Inorganic Chem Mfg,325180 - Other Basic Inorganic Chemical Manufacturing,exact,467.25623,467.25623,780.1863,780.1863,0.0,0.0,0.0,0.0
325193,Ethyl Alcohol Manufacturing,Ethyl Alcohol Mfg,325193 | Ethyl Alcohol Mfg,325193 - Ethyl Alcohol Manufacturing,exact,603.90283,603.90283,2755.4731,2755.4731,0.0,0.0,0.0,0.0
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","Cyclic Crude, Intermediate, & Gum & W...","325194 | Cyclic Crude, Intermediate, & Gum & W...","325194 - Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",exact,602.98083,602.98083,1233.1179,1233.1179,0.0,0.0,0.0,0.0
325199,All Other Basic Organic Chemical Manufacturing,All Other Basic Organic Chem Mfg,325199 | All Other Basic Organic Chem Mfg,325199 - All Other Basic Organic Chemical Manufacturing,exact,522.67004,522.67004,1211.2874,1211.2874,0.0,0.0,0.0,0.0
325211,Plastics Material and Resin Manufacturing,Plast Material & Resin Mfg,325211 | Plast Material & Resin Mfg,325211 - Plastics Material and Resin Manufacturing,exact,387.43127,387.43127,1170.5237,1170.5237,0.0,0.0,0.0,0.0
325212,Synthetic Rubber Manufacturing,Synthetic Rubber Mfg,325212 | Synthetic Rubber Mfg,325212 - Synthetic Rubber Manufacturing,exact,387.31714,387.31714,894.1491,894.1491,0.0,0.0,0.0,0.0
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,Artificial & Synthetic Fibers & Filam...,325220 | Artificial & Synthetic Fibers & Filam...,325220 - Artificial and Synthetic Fibers and Filaments Manufacturing,exact,215.62756,215.62756,533.2864,533.2864,0.0,0.0,0.0,0.0
325311,Nitrogenous Fertilizer Manufacturing,Nitrogenous Fertilizer Mfg,325311 | Nitrogenous Fertilizer Mfg,325311 - Nitrogenous Fertilizer Manufacturing,exact,933.86237,933.86237,1301.9575,1301.9575,0.0,0.0,0.0,0.0
325312,Phosphatic Fertilizer Manufacturing,Phosphatic Fertilizer Mfg,325312 | Phosphatic Fertilizer Mfg,325312 - Phosphatic Fertilizer Manufacturing,exact,514.2457,514.2457,1134.2555,1134.2555,0.0,0.0,0.0,0.0
325314,Fertilizer (Mixing Only) Manufacturing,Fertilizer (Mixing Only) Mfg,325314 | Fertilizer (Mixing Only) Mfg,325314 - Fertilizer (Mixing Only) Manufacturing,exact,377.25958,377.25958,860.7831,860.7831,0.0,0.0,0.0,0.0
