naics,year,cap,plant,equip,invest,cap_labor_ratio,emp,prode,non_prod_workers,pay,prodh,prodw,matcost
312230,2027,6466.5,3001.5,3465.0,344.7,497.4230769230769,13.0,9.8,3.1999999999999993,854.9,18.5,515.8,8242.2
313110,2024,4380.9,2119.0,2261.9,133.6,182.5375,24.0,21.5,2.5,827.9,43.3,650.1,4812.4
313110,2025,4380.9,2119.0,2261.9,133.6,182.5375,24.0,21.5,2.5,827.9,43.3,650.1,4812.4
313110,2026,4380.9,2119.0,2261.9,133.6,182.5375,24.0,21.5,2.5,827.9,43.3,650.1,4812.4
313110,2027,4380.9,2119.0,2261.9,133.6,182.5375,24.0,21.5,2.5,827.9,43.3,650.1,4812.4
313210,2024,6097.6,3523.6,2574.1,85.9,342.561797752809,17.8,15.3,2.5,685.8,31.4,498.6,2434.0
313210,2025,6097.6,3523.6,2574.1,85.9,342.561797752809,17.8,15.3,2.5,685.8,31.4,498.6,2434.0
313210,2026,6097.6,3523.6,2574.1,85.9,342.561797752809,17.8,15.3,2.5,685.8,31.4,498.6,2434.0
313210,2027,6097.6,3523.6,2574.1,85.9,342.561797752809,17.8,15.3,2.5,685.8,31.4,498.6,2434.0
313220,2024,682.8,344.7,338.1,26.6,121.92857142857143,5.6,4.6,1.0,214.5,8.9,144.6,403.3
313220,2025,682.8,344.7,338.1,26.6,121.92857142857143,5.6,4.6,1.0,214.5,8.9,144.6,403.3
313220,2026,682.8,344.7,338.1,26.6,121.92857142857143,5.6,4.6,1.0,214.5,8.9,144.6,403.3
313220,2027,682.8,344.7,338.1,26.6,121.92857142857143,5.6,4.6,1.0,214.5,8.9,144.6,403.3
313230,2024,3872.3,910.1,2962.2,317.3,254.75657894736844,15.2,11.2,4.0,827.0,21.3,489.3,3457.6
313230,2025,3872.3,910.1,2962.2,317.3,254.75657894736844,15.2,11.2,4.0,827.0,21.3,489.3,3457.6
313230,2026,3872.3,910.1,2962.2,317.3,254.75657894736844,15.2,11.2,4.0,827.0,21.3,489.3,3457.6
313230,2027,3872.3,910.1,2962.2,317.3,254.75657894736844,15.2,11.2,4.0,827.0,21.3,489.3,3457.6
313240,2024,1300.8,678.8,622.0,30.4,185.82857142857142,7.0,5.4,1.5999999999999996,275.6,11.2,168.8,934.6
313240,2025,1300.8,678.8,622.0,30.4,185.82857142857142,7.0,5.4,1.5999999999999996,275.6,11.2,168.8,934.6
313240,2026,1300.8,678.8,622.0,30.4,185.82857142857142,7.0,5.4,1.5999999999999996,275.6,11.2,168.8,934.6
313240,2027,1300.8,678.8,622.0,30.4,185.82857142857142,7.0,5.4,1.5999999999999996,275.6,11.2,168.8,934.6
313310,2024,3722.2,1974.7,1747.4,127.1,176.4075829383886,21.1,16.4,4.700000000000003,860.9,35.0,561.9,3249.9
313310,2025,3722.2,1974.7,1747.4,127.1,176.4075829383886,21.1,16.4,4.700000000000003,860.9,35.0,561.9,3249.9
313310,2026,3722.2,1974.7,1747.4,127.1,176.4075829383886,21.1,16.4,4.700000000000003,860.9,35.0,561.9,3249.9
313310,2027,3722.2,1974.7,1747.4,127.1,176.4075829383886,21.1,16.4,4.700000000000003,860.9,35.0,561.9,3249.9
313320,2024,1139.6,498.5,641.1,61.7,178.06249999999997,6.4,4.5,1.9000000000000004,376.6,9.6,180.7,1443.5
313320,2025,1139.6,498.5,641.1,61.7,178.06249999999997,6.4,4.5,1.9000000000000004,376.6,9.6,180.7,1443.5
313320,2026,1139.6,498.5,641.1,61.7,178.06249999999997,6.4,4.5,1.9000000000000004,376.6,9.6,180.7,1443.5
313320,2027,1139.6,498.5,641.1,61.7,178.06249999999997,6.4,4.5,1.9000000000000004,376.6,9.6,180.7,1443.5
314110,2024,2847.4,1062.9,1784.5,184.1,100.6148409893993,28.3,23.2,5.100000000000001,1193.6,45.4,789.9,6068.9
314110,2025,2847.4,1062.9,1784.5,184.1,100.6148409893993,28.3,23.2,5.100000000000001,1193.6,45.4,789.9,6068.9
314110,2026,2847.4,1062.9,1784.5,184.1,100.6148409893993,28.3,23.2,5.100000000000001,1193.6,45.4,789.9,6068.9
314110,2027,2847.4,1062.9,1784.5,184.1,100.6148409893993,28.3,23.2,5.100000000000001,1193.6,45.4,789.9,6068.9
314120,2024,1303.1,581.0,722.1,51.0,56.16810344827586,23.2,18.1,5.099999999999998,765.3,35.8,492.2,2364.6
314120,2025,1303.1,581.0,722.1,51.0,56.16810344827586,23.2,18.1,5.099999999999998,765.3,35.8,492.2,2364.6
314120,2026,1303.1,581.0,722.1,51.0,56.16810344827586,23.2,18.1,5.099999999999998,765.3,35.8,492.2,2364.6
314120,2027,1303.1,581.0,722.1,51.0,56.16810344827586,23.2,18.1,5.099999999999998,765.3,35.8,492.2,2364.6
314910,2024,683.0,193.1,490.0,49.8,33.15533980582524,20.6,14.8,5.800000000000001,816.7,28.2,467.0,1728.1
314910,2025,683.0,193.1,490.0,49.8,33.15533980582524,20.6,14.8,5.800000000000001,816.7,28.2,467.0,1728.1
314910,2026,683.0,193.1,490.0,49.8,33.15533980582524,20.6,14.8,5.800000000000001,816.7,28.2,467.0,1728.1
314910,2027,683.0,193.1,490.0,49.8,33.15533980582524,20.6,14.8,5.800000000000001,816.7,28.2,467.0,1728.1
314994,2024,785.8,309.9,475.9,67.6,151.1153846153846,5.2,3.8,1.4000000000000004,252.4,7.9,159.1,883.4
314994,2025,785.8,309.9,475.9,67.6,151.1153846153846,5.2,3.8,1.4000000000000004,252.4,7.9,159.1,883.4
314994,2026,785.8,309.9,475.9,67.6,151.1153846153846,5.2,3.8,1.4000000000000004,252.4,7.9,159.1,883.4
314994,2027,785.8,309.9,475.9,67.6,151.1153846153846,5.2,3.8,1.4000000000000004,252.4,7.9,159.1,883.4
314999,2024,1704.9,561.1,1143.8,96.8,51.820668693009125,32.9,25.0,7.899999999999999,1144.1,47.3,712.4,2530.1
314999,2025,1704.9,561.1,1143.8,96.8,51.820668693009125,32.9,25.0,7.899999999999999,1144.1,47.3,712.4,2530.1
314999,2026,1704.9,561.1,1143.8,96.8,51.820668693009125,32.9,25.0,7.899999999999999,1144.1,47.3,712.4,2530.1
314999,2027,1704.9,561.1,1143.8,96.8,51.820668693009125,32.9,25.0,7.899999999999999,1144.1,47.3,712.4,2530.1
315110,2024,1160.8,698.0,462.9,20.2,139.85542168674698,8.3,7.2,1.1000000000000005,241.0,14.2,181.3,414.7
315110,2025,1160.8,698.0,462.9,20.2,139.85542168674698,8.3,7.2,1.1000000000000005,241.0,14.2,181.3,414.7
315110,2026,1160.8,698.0,462.9,20.2,139.85542168674698,8.3,7.2,1.1000000000000005,241.0,14.2,181.3,414.7
315110,2027,1160.8,698.0,462.9,20.2,139.85542168674698,8.3,7.2,1.1000000000000005,241.0,14.2,181.3,414.7
315190,2024,926.3,695.4,230.9,8.8,421.0454545454545,2.2,1.8,0.40000000000000013,62.7,3.1,44.9,130.5
315190,2025,926.3,695.4,230.9,8.8,421.0454545454545,2.2,1.8,0.40000000000000013,62.7,3.1,44.9,130.5
315190,2026,926.3,695.4,230.9,8.8,421.0454545454545,2.2,1.8,0.40000000000000013,62.7,3.1,44.9,130.5
315190,2027,926.3,695.4,230.9,8.8,421.0454545454545,2.2,1.8,0.40000000000000013,62.7,3.1,44.9,130.5
315210,2024,850.6,402.1,448.5,36.3,30.163120567375888,28.2,24.0,4.199999999999999,733.0,45.9,577.0,698.3
315210,2025,850.6,402.1,448.5,36.3,30.163120567375888,28.2,24.0,4.199999999999999,733.0,45.9,577.0,698.3
315210,2026,850.6,402.1,448.5,36.3,30.163120567375888,28.2,24.0,4.199999999999999,733.0,45.9,577.0,698.3
315210,2027,850.6,402.1,448.5,36.3,30.163120567375888,28.2,24.0,4.199999999999999,733.0,45.9,577.0,698.3
315220,2024,2112.6,1596.0,516.6,28.8,179.03389830508473,11.8,9.3,2.5,351.7,18.2,234.4,695.3
315220,2025,2112.6,1596.0,516.6,28.8,179.03389830508473,11.8,9.3,2.5,351.7,18.2,234.4,695.3
315220,2026,2112.6,1596.0,516.6,28.8,179.03389830508473,11.8,9.3,2.5,351.7,18.2,234.4,695.3
315220,2027,2112.6,1596.0,516.6,28.8,179.03389830508473,11.8,9.3,2.5,351.7,18.2,234.4,695.3
315240,2024,2427.3,1685.6,741.7,41.6,145.34730538922156,16.7,11.6,5.1,678.3,21.2,385.2,1930.5
315240,2025,2427.3,1685.6,741.7,41.6,145.34730538922156,16.7,11.6,5.1,678.3,21.2,385.2,1930.5
315240,2026,2427.3,1685.6,741.7,41.6,145.34730538922156,16.7,11.6,5.1,678.3,21.2,385.2,1930.5
315240,2027,2427.3,1685.6,741.7,41.6,145.34730538922156,16.7,11.6,5.1,678.3,21.2,385.2,1930.5
315280,2024,189.9,79.8,110.1,20.5,28.34328358208955,6.7,5.0,1.7000000000000002,242.3,9.8,143.2,420.9
315280,2025,189.9,79.8,110.1,20.5,28.34328358208955,6.7,5.0,1.7000000000000002,242.3,9.8,143.2,420.9
315280,2026,189.9,79.8,110.1,20.5,28.34328358208955,6.7,5.0,1.7000000000000002,242.3,9.8,143.2,420.9
315280,2027,189.9,79.8,110.1,20.5,28.34328358208955,6.7,5.0,1.7000000000000002,242.3,9.8,143.2,420.9
315990,2024,533.4,338.9,194.6,10.0,72.08108108108108,7.4,5.6,1.8000000000000007,231.9,10.6,139.3,448.0
315990,2025,533.4,338.9,194.6,10.0,72.08108108108108,7.4,5.6,1.8000000000000007,231.9,10.6,139.3,448.0
315990,2026,533.4,338.9,194.6,10.0,72.08108108108108,7.4,5.6,1.8000000000000007,231.9,10.6,139.3,448.0
315990,2027,533.4,338.9,194.6,10.0,72.08108108108108,7.4,5.6,1.8000000000000007,231.9,10.6,139.3,448.0
316110,2024,517.1,319.9,197.2,26.5,166.80645161290323,3.1,2.4,0.7000000000000002,144.4,5.3,90.4,1166.0
316110,2025,517.1,319.9,197.2,26.5,166.80645161290323,3.1,2.4,0.7000000000000002,144.4,5.3,90.4,1166.0
316110,2026,517.1,319.9,197.2,26.5,166.80645161290323,3.1,2.4,0.7000000000000002,144.4,5.3,90.4,1166.0
316110,2027,517.1,319.9,197.2,26.5,166.80645161290323,3.1,2.4,0.7000000000000002,144.4,5.3,90.4,1166.0
316210,2024,726.7,442.4,284.4,24.5,68.55660377358491,10.6,8.4,2.1999999999999993,397.9,15.3,253.8,973.4
316210,2025,726.7,442.4,284.4,24.5,68.55660377358491,10.6,8.4,2.1999999999999993,397.9,15.3,253.8,973.4
316210,2026,726.7,442.4,284.4,24.5,68.55660377358491,10.6,8.4,2.1999999999999993,397.9,15.3,253.8,973.4
316210,2027,726.7,442.4,284.4,24.5,68.55660377358491,10.6,8.4,2.1999999999999993,397.9,15.3,253.8,973.4
316992,2024,107.3,56.3,51.0,2.3,76.64285714285714,1.4,0.9,0.4999999999999999,62.2,1.7,27.5,141.7
316992,2025,107.3,56.3,51.0,2.3,76.64285714285714,1.4,0.9,0.4999999999999999,62.2,1.7,27.5,141.7
316992,2026,107.3,56.3,51.0,2.3,76.64285714285714,1.4,0.9,0.4999999999999999,62.2,1.7,27.5,141.7
316992,2027,107.3,56.3,51.0,2.3,76.64285714285714,1.4,0.9,0.4999999999999999,62.2,1.7,27.5,141.7
316998,2024,425.3,199.1,226.2,17.5,46.73626373626374,9.1,6.5,2.5999999999999996,306.5,11.3,153.5,595.5
316998,2025,425.3,199.1,226.2,17.5,46.73626373626374,9.1,6.5,2.5999999999999996,306.5,11.3,153.5,595.5
316998,2026,425.3,199.1,226.2,17.5,46.73626373626374,9.1,6.5,2.5999999999999996,306.5,11.3,153.5,595.5
316998,2027,425.3,199.1,226.2,17.5,46.73626373626374,9.1,6.5,2.5999999999999996,306.5,11.3,153.5,595.5
321113,2024,9281.3,3206.9,6074.4,1251.4,139.35885885885887,66.6,56.4,10.199999999999996,3207.0,124.7,2513.7,12976.5
321113,2025,9281.3,3206.9,6074.4,1251.4,139.35885885885887,66.6,56.4,10.199999999999996,3207.0,124.7,2513.7,12976.5
321113,2026,9281.3,3206.9,6074.4,1251.4,139.35885885885887,66.6,56.4,10.199999999999996,3207.0,124.7,2513.7,12976.5
321113,2027,9281.3,3206.9,6074.4,1251.4,139.35885885885887,66.6,56.4,10.199999999999996,3207.0,124.7,2513.7,12976.5
321114,2024,1512.8,492.0,1020.8,117.2,142.71698113207546,10.6,8.4,2.1999999999999993,535.4,17.7,342.2,5983.9
321114,2025,1512.8,492.0,1020.8,117.2,142.71698113207546,10.6,8.4,2.1999999999999993,535.4,17.7,342.2,5983.9
321114,2026,1512.8,492.0,1020.8,117.2,142.71698113207546,10.6,8.4,2.1999999999999993,535.4,17.7,342.2,5983.9
321114,2027,1512.8,492.0,1020.8,117.2,142.71698113207546,10.6,8.4,2.1999999999999993,535.4,17.7,342.2,5983.9
321211,2024,972.6,438.2,534.4,74.5,81.05,12.0,10.0,2.0,507.1,21.1,359.6,1975.3
321211,2025,972.6,438.2,534.4,74.5,81.05,12.0,10.0,2.0,507.1,21.1,359.6,1975.3
321211,2026,972.6,438.2,534.4,74.5,81.05,12.0,10.0,2.0,507.1,21.1,359.6,1975.3
321211,2027,972.6,438.2,534.4,74.5,81.05,12.0,10.0,2.0,507.1,21.1,359.6,1975.3
321212,2024,2194.1,882.2,1311.9,213.2,167.4885496183206,13.1,11.8,1.299999999999999,649.5,25.5,541.8,2398.5
321212,2025,2194.1,882.2,1311.9,213.2,167.4885496183206,13.1,11.8,1.299999999999999,649.5,25.5,541.8,2398.5
321212,2026,2194.1,882.2,1311.9,213.2,167.4885496183206,13.1,11.8,1.299999999999999,649.5,25.5,541.8,2398.5
321212,2027,2194.1,882.2,1311.9,213.2,167.4885496183206,13.1,11.8,1.299999999999999,649.5,25.5,541.8,2398.5
321213,2024,520.2,147.1,373.1,43.8,148.62857142857143,3.5,2.8,0.7000000000000002,173.7,6.0,128.1,1087.9
321213,2025,520.2,147.1,373.1,43.8,148.62857142857143,3.5,2.8,0.7000000000000002,173.7,6.0,128.1,1087.9
321213,2026,520.2,147.1,373.1,43.8,148.62857142857143,3.5,2.8,0.7000000000000002,173.7,6.0,128.1,1087.9
321213,2027,520.2,147.1,373.1,43.8,148.62857142857143,3.5,2.8,0.7000000000000002,173.7,6.0,128.1,1087.9
321214,2024,1149.7,368.8,780.8,269.0,37.943894389438945,30.3,22.5,7.800000000000001,1272.4,42.5,734.4,3016.6
321214,2025,1149.7,368.8,780.8,269.0,37.943894389438945,30.3,22.5,7.800000000000001,1272.4,42.5,734.4,3016.6
321214,2026,1149.7,368.8,780.8,269.0,37.943894389438945,30.3,22.5,7.800000000000001,1272.4,42.5,734.4,3016.6
321214,2027,1149.7,368.8,780.8,269.0,37.943894389438945,30.3,22.5,7.800000000000001,1272.4,42.5,734.4,3016.6
321219,2024,3393.1,1040.9,2352.2,308.4,244.10791366906474,13.9,10.7,3.200000000000001,776.8,23.3,546.6,3891.1
321219,2025,3393.1,1040.9,2352.2,308.4,244.10791366906474,13.9,10.7,3.200000000000001,776.8,23.3,546.6,3891.1
321219,2026,3393.1,1040.9,2352.2,308.4,244.10791366906474,13.9,10.7,3.200000000000001,776.8,23.3,546.6,3891.1
321219,2027,3393.1,1040.9,2352.2,308.4,244.10791366906474,13.9,10.7,3.200000000000001,776.8,23.3,546.6,3891.1
321911,2024,3117.8,1215.5,1902.3,258.8,60.775828460038994,51.3,39.1,12.199999999999996,2254.7,73.1,1473.2,5627.6
321911,2025,3117.8,1215.5,1902.3,258.8,60.775828460038994,51.3,39.1,12.199999999999996,2254.7,73.1,1473.2,5627.6
321911,2026,3117.8,1215.5,1902.3,258.8,60.775828460038994,51.3,39.1,12.199999999999996,2254.7,73.1,1473.2,5627.6
321911,2027,3117.8,1215.5,1902.3,258.8,60.775828460038994,51.3,39.1,12.199999999999996,2254.7,73.1,1473.2,5627.6
321912,2024,2177.5,879.6,1297.9,173.2,93.45493562231759,23.3,19.4,3.900000000000002,942.3,40.0,687.1,3791.5
321912,2025,2177.5,879.6,1297.9,173.2,93.45493562231759,23.3,19.4,3.900000000000002,942.3,40.0,687.1,3791.5
321912,2026,2177.5,879.6,1297.9,173.2,93.45493562231759,23.3,19.4,3.900000000000002,942.3,40.0,687.1,3791.5
321912,2027,2177.5,879.6,1297.9,173.2,93.45493562231759,23.3,19.4,3.900000000000002,942.3,40.0,687.1,3791.5
321918,2024,1842.2,610.5,1231.7,207.9,61.0,30.2,24.6,5.599999999999998,1177.3,48.6,833.9,3821.2
321918,2025,1842.2,610.5,1231.7,207.9,61.0,30.2,24.6,5.599999999999998,1177.3,48.6,833.9,3821.2
321918,2026,1842.2,610.5,1231.7,207.9,61.0,30.2,24.6,5.599999999999998,1177.3,48.6,833.9,3821.2
321918,2027,1842.2,610.5,1231.7,207.9,61.0,30.2,24.6,5.599999999999998,1177.3,48.6,833.9,3821.2
321920,2024,2238.2,897.6,1340.6,298.8,41.06788990825688,54.5,43.1,11.399999999999999,1903.4,84.1,1343.7,5398.8
321920,2025,2238.2,897.6,1340.6,298.8,41.06788990825688,54.5,43.1,11.399999999999999,1903.4,84.1,1343.7,5398.8
321920,2026,2238.2,897.6,1340.6,298.8,41.06788990825688,54.5,43.1,11.399999999999999,1903.4,84.1,1343.7,5398.8
321920,2027,2238.2,897.6,1340.6,298.8,41.06788990825688,54.5,43.1,11.399999999999999,1903.4,84.1,1343.7,5398.8
321991,2024,2443.3,1859.3,583.9,40.2,107.1622807017544,22.8,18.8,4.0,830.9,43.2,598.3,2767.1
321991,2025,2443.3,1859.3,583.9,40.2,107.1622807017544,22.8,18.8,4.0,830.9,43.2,598.3,2767.1
321991,2026,2443.3,1859.3,583.9,40.2,107.1622807017544,22.8,18.8,4.0,830.9,43.2,598.3,2767.1
321991,2027,2443.3,1859.3,583.9,40.2,107.1622807017544,22.8,18.8,4.0,830.9,43.2,598.3,2767.1
321992,2024,1007.5,645.0,362.5,45.3,64.58333333333333,15.6,10.6,5.0,688.2,21.3,381.3,1849.9
321992,2025,1007.5,645.0,362.5,45.3,64.58333333333333,15.6,10.6,5.0,688.2,21.3,381.3,1849.9
321992,2026,1007.5,645.0,362.5,45.3,64.58333333333333,15.6,10.6,5.0,688.2,21.3,381.3,1849.9
321992,2027,1007.5,645.0,362.5,45.3,64.58333333333333,15.6,10.6,5.0,688.2,21.3,381.3,1849.9
321999,2024,2541.2,856.9,1684.3,348.3,83.04575163398692,30.6,23.9,6.700000000000003,1153.5,44.0,785.7,3463.5
321999,2025,2541.2,856.9,1684.3,348.3,83.04575163398692,30.6,23.9,6.700000000000003,1153.5,44.0,785.7,3463.5
321999,2026,2541.2,856.9,1684.3,348.3,83.04575163398692,30.6,23.9,6.700000000000003,1153.5,44.0,785.7,3463.5
321999,2027,2541.2,856.9,1684.3,348.3,83.04575163398692,30.6,23.9,6.700000000000003,1153.5,44.0,785.7,3463.5
322110,2024,7203.3,2225.3,4978.0,453.5,900.4125,8.0,6.4,1.5999999999999996,671.0,14.4,518.1,2761.2
322110,2025,7203.3,2225.3,4978.0,453.5,900.4125,8.0,6.4,1.5999999999999996,671.0,14.4,518.1,2761.2
322110,2026,7203.3,2225.3,4978.0,453.5,900.4125,8.0,6.4,1.5999999999999996,671.0,14.4,518.1,2761.2
322110,2027,7203.3,2225.3,4978.0,453.5,900.4125,8.0,6.4,1.5999999999999996,671.0,14.4,518.1,2761.2
322121,2024,37539.1,10659.6,26879.5,1938.4,683.7723132969035,54.9,43.9,11.0,4042.5,94.9,3097.0,19379.5
322121,2025,37539.1,10659.6,26879.5,1938.4,683.7723132969035,54.9,43.9,11.0,4042.5,94.9,3097.0,19379.5
322121,2026,37539.1,10659.6,26879.5,1938.4,683.7723132969035,54.9,43.9,11.0,4042.5,94.9,3097.0,19379.5
322121,2027,37539.1,10659.6,26879.5,1938.4,683.7723132969035,54.9,43.9,11.0,4042.5,94.9,3097.0,19379.5
322122,2024,4405.1,1629.6,2775.5,128.5,2318.4736842105267,1.9,1.5,0.3999999999999999,157.0,3.4,120.0,871.7
322122,2025,4405.1,1629.6,2775.5,128.5,2318.4736842105267,1.9,1.5,0.3999999999999999,157.0,3.4,120.0,871.7
322122,2026,4405.1,1629.6,2775.5,128.5,2318.4736842105267,1.9,1.5,0.3999999999999999,157.0,3.4,120.0,871.7
322122,2027,4405.1,1629.6,2775.5,128.5,2318.4736842105267,1.9,1.5,0.3999999999999999,157.0,3.4,120.0,871.7
322130,2024,21455.2,5466.6,15988.5,2232.1,625.5160349854228,34.3,26.2,8.099999999999998,2769.7,59.2,2094.0,12045.3
322130,2025,21455.2,5466.6,15988.5,2232.1,625.5160349854228,34.3,26.2,8.099999999999998,2769.7,59.2,2094.0,12045.3
322130,2026,21455.2,5466.6,15988.5,2232.1,625.5160349854228,34.3,26.2,8.099999999999998,2769.7,59.2,2094.0,12045.3
322130,2027,21455.2,5466.6,15988.5,2232.1,625.5160349854228,34.3,26.2,8.099999999999998,2769.7,59.2,2094.0,12045.3
322211,2024,13320.7,3275.7,10045.0,1277.7,170.12388250319287,78.3,59.0,19.299999999999997,4711.2,121.3,2932.7,25390.0
322211,2025,13320.7,3275.7,10045.0,1277.7,170.12388250319287,78.3,59.0,19.299999999999997,4711.2,121.3,2932.7,25390.0
322211,2026,13320.7,3275.7,10045.0,1277.7,170.12388250319287,78.3,59.0,19.299999999999997,4711.2,121.3,2932.7,25390.0
322211,2027,13320.7,3275.7,10045.0,1277.7,170.12388250319287,78.3,59.0,19.299999999999997,4711.2,121.3,2932.7,25390.0
322212,2024,4810.9,1291.5,3519.4,467.0,125.61096605744126,38.3,29.7,8.599999999999998,2078.5,62.6,1385.6,8434.9
322212,2025,4810.9,1291.5,3519.4,467.0,125.61096605744126,38.3,29.7,8.599999999999998,2078.5,62.6,1385.6,8434.9
322212,2026,4810.9,1291.5,3519.4,467.0,125.61096605744126,38.3,29.7,8.599999999999998,2078.5,62.6,1385.6,8434.9
322212,2027,4810.9,1291.5,3519.4,467.0,125.61096605744126,38.3,29.7,8.599999999999998,2078.5,62.6,1385.6,8434.9
322219,2024,3041.4,1038.2,2003.2,224.2,138.87671232876713,21.9,18.7,3.1999999999999993,1027.3,38.5,763.0,4654.4
322219,2025,3041.4,1038.2,2003.2,224.2,138.87671232876713,21.9,18.7,3.1999999999999993,1027.3,38.5,763.0,4654.4
322219,2026,3041.4,1038.2,2003.2,224.2,138.87671232876713,21.9,18.7,3.1999999999999993,1027.3,38.5,763.0,4654.4
322219,2027,3041.4,1038.2,2003.2,224.2,138.87671232876713,21.9,18.7,3.1999999999999993,1027.3,38.5,763.0,4654.4
322220,2024,7971.7,2451.8,5519.9,525.2,174.43544857768052,45.7,34.5,11.200000000000003,2627.2,71.6,1615.1,11227.5
322220,2025,7971.7,2451.8,5519.9,525.2,174.43544857768052,45.7,34.5,11.200000000000003,2627.2,71.6,1615.1,11227.5
322220,2026,7971.7,2451.8,5519.9,525.2,174.43544857768052,45.7,34.5,11.200000000000003,2627.2,71.6,1615.1,11227.5
322220,2027,7971.7,2451.8,5519.9,525.2,174.43544857768052,45.7,34.5,11.200000000000003,2627.2,71.6,1615.1,11227.5
322230,2024,2131.5,933.0,1198.5,79.3,129.1818181818182,16.5,12.6,3.9000000000000004,792.9,26.2,514.4,4070.0
322230,2025,2131.5,933.0,1198.5,79.3,129.1818181818182,16.5,12.6,3.9000000000000004,792.9,26.2,514.4,4070.0
322230,2026,2131.5,933.0,1198.5,79.3,129.1818181818182,16.5,12.6,3.9000000000000004,792.9,26.2,514.4,4070.0
322230,2027,2131.5,933.0,1198.5,79.3,129.1818181818182,16.5,12.6,3.9000000000000004,792.9,26.2,514.4,4070.0
322291,2024,6268.2,1382.2,4886.0,596.1,364.43023255813955,17.2,13.5,3.6999999999999993,1015.0,29.6,689.7,5836.1
322291,2025,6268.2,1382.2,4886.0,596.1,364.43023255813955,17.2,13.5,3.6999999999999993,1015.0,29.6,689.7,5836.1
322291,2026,6268.2,1382.2,4886.0,596.1,364.43023255813955,17.2,13.5,3.6999999999999993,1015.0,29.6,689.7,5836.1
322291,2027,6268.2,1382.2,4886.0,596.1,364.43023255813955,17.2,13.5,3.6999999999999993,1015.0,29.6,689.7,5836.1
322299,2024,2215.4,689.8,1525.6,125.7,138.4625,16.0,12.2,3.8000000000000007,796.5,24.7,507.3,2613.5
322299,2025,2215.4,689.8,1525.6,125.7,138.4625,16.0,12.2,3.8000000000000007,796.5,24.7,507.3,2613.5
322299,2026,2215.4,689.8,1525.6,125.7,138.4625,16.0,12.2,3.8000000000000007,796.5,24.7,507.3,2613.5
322299,2027,2215.4,689.8,1525.6,125.7,138.4625,16.0,12.2,3.8000000000000007,796.5,24.7,507.3,2613.5
323111,2024,32416.8,8861.0,23555.8,2062.6,101.9075762338887,318.1,224.0,94.10000000000002,16647.9,445.5,10259.8,27844.2
323111,2025,32416.8,8861.0,23555.8,2062.6,101.9075762338887,318.1,224.0,94.10000000000002,16647.9,445.5,10259.8,27844.2
323111,2026,32416.8,8861.0,23555.8,2062.6,101.9075762338887,318.1,224.0,94.10000000000002,16647.9,445.5,10259.8,27844.2
323111,2027,32416.8,8861.0,23555.8,2062.6,101.9075762338887,318.1,224.0,94.10000000000002,16647.9,445.5,10259.8,27844.2
323113,2024,2808.9,883.9,1925.1,151.1,51.44505494505495,54.6,37.8,16.800000000000004,2024.8,70.4,1158.5,3288.6
323113,2025,2808.9,883.9,1925.1,151.1,51.44505494505495,54.6,37.8,16.800000000000004,2024.8,70.4,1158.5,3288.6
323113,2026,2808.9,883.9,1925.1,151.1,51.44505494505495,54.6,37.8,16.800000000000004,2024.8,70.4,1158.5,3288.6
323113,2027,2808.9,883.9,1925.1,151.1,51.44505494505495,54.6,37.8,16.800000000000004,2024.8,70.4,1158.5,3288.6
323117,2024,2048.7,587.9,1460.9,112.1,98.97101449275362,20.7,16.6,4.099999999999998,971.7,33.1,712.8,1560.4
323117,2025,2048.7,587.9,1460.9,112.1,98.97101449275362,20.7,16.6,4.099999999999998,971.7,33.1,712.8,1560.4
323117,2026,2048.7,587.9,1460.9,112.1,98.97101449275362,20.7,16.6,4.099999999999998,971.7,33.1,712.8,1560.4
323117,2027,2048.7,587.9,1460.9,112.1,98.97101449275362,20.7,16.6,4.099999999999998,971.7,33.1,712.8,1560.4
323120,2024,2157.6,808.5,1349.1,91.3,94.21834061135371,22.9,16.7,6.199999999999999,1156.3,32.4,724.0,895.9
323120,2025,2157.6,808.5,1349.1,91.3,94.21834061135371,22.9,16.7,6.199999999999999,1156.3,32.4,724.0,895.9
323120,2026,2157.6,808.5,1349.1,91.3,94.21834061135371,22.9,16.7,6.199999999999999,1156.3,32.4,724.0,895.9
323120,2027,2157.6,808.5,1349.1,91.3,94.21834061135371,22.9,16.7,6.199999999999999,1156.3,32.4,724.0,895.9
324110,2024,191465.6,50169.1,141296.5,12495.5,2950.1633281972263,64.9,39.0,25.900000000000006,7977.2,89.5,4348.0,322447.8
324110,2025,191465.6,50169.1,141296.5,12495.5,2950.1633281972263,64.9,39.0,25.900000000000006,7977.2,89.5,4348.0,322447.8
324110,2026,191465.6,50169.1,141296.5,12495.5,2950.1633281972263,64.9,39.0,25.900000000000006,7977.2,89.5,4348.0,322447.8
324110,2027,191465.6,50169.1,141296.5,12495.5,2950.1633281972263,64.9,39.0,25.900000000000006,7977.2,89.5,4348.0,322447.8
324121,2024,3682.8,735.6,2947.2,341.5,234.57324840764335,15.7,12.0,3.6999999999999993,954.9,23.3,699.4,7298.1
324121,2025,3682.8,735.6,2947.2,341.5,234.57324840764335,15.7,12.0,3.6999999999999993,954.9,23.3,699.4,7298.1
324121,2026,3682.8,735.6,2947.2,341.5,234.57324840764335,15.7,12.0,3.6999999999999993,954.9,23.3,699.4,7298.1
