naics,naics_title,match_level,short_title,short_label,full_label
331110,Iron and Steel Mills and Ferroalloy Manufacturing,exact,Iron & Steel Mills & Ferroalloy Mfg,331110 | Iron & Steel Mills & Ferroalloy Mfg,331110 - Iron and Steel Mills and Ferroalloy Manufacturing
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,exact,Iron & Steel Pipe & Tube Mfg from Pur...,331210 | Iron & Steel Pipe & Tube Mfg from Pur...,331210 - Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
331221,Rolled Steel Shape Manufacturing,exact,Rolled Steel Shape Mfg,331221 | Rolled Steel Shape Mfg,331221 - Rolled Steel Shape Manufacturing
331222,Steel Wire Drawing,exact,Steel Wire Drawing,331222 | Steel Wire Drawing,331222 - Steel Wire Drawing
331313,Alumina Refining and Primary Aluminum Production,exact,Alumina Refining & Primary Aluminum P...,331313 | Alumina Refining & Primary Aluminum P...,331313 - Alumina Refining and Primary Aluminum Production
331314,Secondary Smelting and Alloying of Aluminum,exact,Secondary Smelting & Alloying of Alum...,331314 | Secondary Smelting & Alloying of Alum...,331314 - Secondary Smelting and Alloying of Aluminum
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",exact,"Aluminum Sheet, Plate, & Foil Mfg","331315 | Aluminum Sheet, Plate, & Foil Mfg","331315 - Aluminum Sheet, Plate, and Foil Manufacturing"
331318,"Other Aluminum Rolling, Drawing, and Extruding",exact,"Other Aluminum Rolling, Drawing, & Ex...","331318 | Other Aluminum Rolling, Drawing, & Ex...","331318 - Other Aluminum Rolling, Drawing, and Extruding"
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,exact,Nonferrous Metal (except Aluminum) Sm...,331410 | Nonferrous Metal (except Aluminum) Sm...,331410 - Nonferrous Metal (except Aluminum) Smelting and Refining
331420,"Copper Rolling, Drawing, Extruding, and Alloying",exact,"Copper Rolling, Drawing, Extruding, &...","331420 | Copper Rolling, Drawing, Extruding, &...","331420 - Copper Rolling, Drawing, Extruding, and Alloying"
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",exact,Nonferrous Metal (except Copper & Alu...,331491 | Nonferrous Metal (except Copper & Alu...,"331491 - Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",exact,"Secondary Smelting, Refining, & Alloy...","331492 | Secondary Smelting, Refining, & Alloy...","331492 - Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
331511,Iron Foundries,exact,Iron Foundries,331511 | Iron Foundries,331511 - Iron Foundries
331512,Steel Investment Foundries,exact,Steel Investment Foundries,331512 | Steel Investment Foundries,331512 - Steel Investment Foundries
331513,Steel Foundries (except Investment),exact,Steel Foundries (except Investment),331513 | Steel Foundries (except Investment),331513 - Steel Foundries (except Investment)
331523,Nonferrous Metal Die-Casting Foundries,exact,Nonferrous Metal Die-Casting Foundries,331523 | Nonferrous Metal Die-Casting Foundries,331523 - Nonferrous Metal Die-Casting Foundries
331524,Aluminum Foundries (except Die-Casting),exact,Aluminum Foundries (except Die-Casting),331524 | Aluminum Foundries (except Die-Casting),331524 - Aluminum Foundries (except Die-Casting)
331529,Other Nonferrous Metal Foundries (except Die-Casting),exact,Other Nonferrous Metal Foundries (exc...,331529 | Other Nonferrous Metal Foundries (exc...,331529 - Other Nonferrous Metal Foundries (except Die-Casting)
332111,Iron and Steel Forging,exact,Iron & Steel Forging,332111 | Iron & Steel Forging,332111 - Iron and Steel Forging
332112,Nonferrous Forging,exact,Nonferrous Forging,332112 | Nonferrous Forging,332112 - Nonferrous Forging
332114,Custom Roll Forming,exact,Custom Roll Forming,332114 | Custom Roll Forming,332114 - Custom Roll Forming
332117,Powder Metallurgy Part Manufacturing,exact,Powder Metallurgy Part Mfg,332117 | Powder Metallurgy Part Mfg,332117 - Powder Metallurgy Part Manufacturing
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",exact,"Metal Crown, Closure, & Other Metal S...","332119 | Metal Crown, Closure, & Other Metal S...","332119 - Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",exact,"Metal Kitchen Cookware, Utensil, Cutl...","332215 | Metal Kitchen Cookware, Utensil, Cutl...","332215 - Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing"
332216,Saw Blade and Handtool Manufacturing,exact,Saw Blade & H&tool Mfg,332216 | Saw Blade & H&tool Mfg,332216 - Saw Blade and Handtool Manufacturing
332311,Prefabricated Metal Building and Component Manufacturing,exact,Prefabricated Metal Building & Compon...,332311 | Prefabricated Metal Building & Compon...,332311 - Prefabricated Metal Building and Component Manufacturing
332312,Fabricated Structural Metal Manufacturing,exact,Fab Structural Metal Mfg,332312 | Fab Structural Metal Mfg,332312 - Fabricated Structural Metal Manufacturing
332313,Plate Work Manufacturing,exact,Plate Work Mfg,332313 | Plate Work Mfg,332313 - Plate Work Manufacturing
332321,Metal Window and Door Manufacturing,exact,Metal Window & Door Mfg,332321 | Metal Window & Door Mfg,332321 - Metal Window and Door Manufacturing
332322,Sheet Metal Work Manufacturing,exact,Sheet Metal Work Mfg,332322 | Sheet Metal Work Mfg,332322 - Sheet Metal Work Manufacturing
332323,Ornamental and Architectural Metal Work Manufacturing,exact,Ornamental & Architectural Metal Work...,332323 | Ornamental & Architectural Metal Work...,332323 - Ornamental and Architectural Metal Work Manufacturing
332410,Power Boiler and Heat Exchanger Manufacturing,exact,Power Boiler & Heat Exchanger Mfg,332410 | Power Boiler & Heat Exchanger Mfg,332410 - Power Boiler and Heat Exchanger Manufacturing
332420,Metal Tank (Heavy Gauge) Manufacturing,exact,Metal Tank (Heavy Gauge) Mfg,332420 | Metal Tank (Heavy Gauge) Mfg,332420 - Metal Tank (Heavy Gauge) Manufacturing
332431,Metal Can Manufacturing,exact,Metal Can Mfg,332431 | Metal Can Mfg,332431 - Metal Can Manufacturing
332439,Other Metal Container Manufacturing,exact,Other Metal Container Mfg,332439 | Other Metal Container Mfg,332439 - Other Metal Container Manufacturing
332510,Hardware Manufacturing,exact,Hardware Mfg,332510 | Hardware Mfg,332510 - Hardware Manufacturing
332613,Spring Manufacturing,exact,Spring Mfg,332613 | Spring Mfg,332613 - Spring Manufacturing
332618,Other Fabricated Wire Product Manufacturing,exact,Other Fab Wire Prod Mfg,332618 | Other Fab Wire Prod Mfg,332618 - Other Fabricated Wire Product Manufacturing
332710,Machine Shops,exact,Machine Shops,332710 | Machine Shops,332710 - Machine Shops
332721,Precision Turned Product Manufacturing,exact,Precision Turned Prod Mfg,332721 | Precision Turned Prod Mfg,332721 - Precision Turned Product Manufacturing
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",exact,"Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 | Bolt, Nut, Screw, Rivet, & Washer Mfg","332722 - Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
332811,Metal Heat Treating,exact,Metal Heat Treating,332811 | Metal Heat Treating,332811 - Metal Heat Treating
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",exact,"Metal Coating, Engraving (except Jewe...","332812 | Metal Coating, Engraving (except Jewe...","332812 - Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",exact,"Electroplating, Plating, Polishing, A...","332813 | Electroplating, Plating, Polishing, A...","332813 - Electroplating, Plating, Polishing, Anodizing, and Coloring"
332911,Industrial Valve Manufacturing,exact,Industrial Valve Mfg,332911 | Industrial Valve Mfg,332911 - Industrial Valve Manufacturing
332912,Fluid Power Valve and Hose Fitting Manufacturing,exact,Fluid Power Valve & Hose Fitting Mfg,332912 | Fluid Power Valve & Hose Fitting Mfg,332912 - Fluid Power Valve and Hose Fitting Manufacturing
332913,Plumbing Fixture Fitting and Trim Manufacturing,exact,Plumbing Fixture Fitting & Trim Mfg,332913 | Plumbing Fixture Fitting & Trim Mfg,332913 - Plumbing Fixture Fitting and Trim Manufacturing
332919,Other Metal Valve and Pipe Fitting Manufacturing,exact,Other Metal Valve & Pipe Fitting Mfg,332919 | Other Metal Valve & Pipe Fitting Mfg,332919 - Other Metal Valve and Pipe Fitting Manufacturing
332991,Ball and Roller Bearing Manufacturing,exact,Ball & Roller Bearing Mfg,332991 | Ball & Roller Bearing Mfg,332991 - Ball and Roller Bearing Manufacturing
332992,Small Arms Ammunition Manufacturing,exact,Small Arms Ammunition Mfg,332992 | Small Arms Ammunition Mfg,332992 - Small Arms Ammunition Manufacturing
332993,Ammunition (except Small Arms) Manufacturing,exact,Ammunition (except Small Arms) Mfg,332993 | Ammunition (except Small Arms) Mfg,332993 - Ammunition (except Small Arms) Manufacturing
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",exact,"Small Arms, Ordnance, & Ordnance Acce...","332994 | Small Arms, Ordnance, & Ordnance Acce...","332994 - Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
332996,Fabricated Pipe and Pipe Fitting Manufacturing,exact,Fab Pipe & Pipe Fitting Mfg,332996 | Fab Pipe & Pipe Fitting Mfg,332996 - Fabricated Pipe and Pipe Fitting Manufacturing
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,exact,All Other Misc Fab Metal Prod Mfg,332999 | All Other Misc Fab Metal Prod Mfg,332999 - All Other Miscellaneous Fabricated Metal Product Manufacturing
333111,Farm Machinery and Equipment Manufacturing,exact,Farm Mach & Equip Mfg,333111 | Farm Mach & Equip Mfg,333111 - Farm Machinery and Equipment Manufacturing
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,exact,Lawn & Garden Tractor & Home Lawn & G...,333112 | Lawn & Garden Tractor & Home Lawn & G...,333112 - Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
333120,Construction Machinery Manufacturing,exact,Construction Mach Mfg,333120 | Construction Mach Mfg,333120 - Construction Machinery Manufacturing
333131,Mining Machinery and Equipment Manufacturing,exact,Mining Mach & Equip Mfg,333131 | Mining Mach & Equip Mfg,333131 - Mining Machinery and Equipment Manufacturing
333132,Oil and Gas Field Machinery and Equipment Manufacturing,exact,Oil & Gas Field Mach & Equip Mfg,333132 | Oil & Gas Field Mach & Equip Mfg,333132 - Oil and Gas Field Machinery and Equipment Manufacturing
333241,Food Product Machinery Manufacturing,exact,Food Prod Mach Mfg,333241 | Food Prod Mach Mfg,333241 - Food Product Machinery Manufacturing
333242,Semiconductor Machinery Manufacturing,exact,Semiconductor Mach Mfg,333242 | Semiconductor Mach Mfg,333242 - Semiconductor Machinery Manufacturing
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",exact,"Sawmill, Woodworking, & Paper Mach Mfg","333243 | Sawmill, Woodworking, & Paper Mach Mfg","333243 - Sawmill, Woodworking, and Paper Machinery Manufacturing"
333244,Industrial Machinery ManufacturingT,prefix_5_digit,Industrial Mach MfgT,333244 | Industrial Mach MfgT,333244 - Industrial Machinery ManufacturingT
333249,Industrial Machinery ManufacturingT,prefix_5_digit,Industrial Mach MfgT,333249 | Industrial Mach MfgT,333249 - Industrial Machinery ManufacturingT
333314,Commercial and Service Industry Machinery ManufacturingT,prefix_5_digit,Commercial & Svc Ind Mach MfgT,333314 | Commercial & Svc Ind Mach MfgT,333314 - Commercial and Service Industry Machinery ManufacturingT
333316,Commercial and Service Industry Machinery ManufacturingT,prefix_5_digit,Commercial & Svc Ind Mach MfgT,333316 | Commercial & Svc Ind Mach MfgT,333316 - Commercial and Service Industry Machinery ManufacturingT
333318,Commercial and Service Industry Machinery ManufacturingT,prefix_5_digit,Commercial & Svc Ind Mach MfgT,333318 | Commercial & Svc Ind Mach MfgT,333318 - Commercial and Service Industry Machinery ManufacturingT
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,exact,Industrial & Commercial Fan & Blower ...,333413 | Industrial & Commercial Fan & Blower ...,333413 - Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,exact,Heating Equip (except Warm Air Furnac...,333414 | Heating Equip (except Warm Air Furnac...,333414 - Heating Equipment (except Warm Air Furnaces) Manufacturing
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,exact,Air-Conditioning & Warm Air Heating E...,333415 | Air-Conditioning & Warm Air Heating E...,333415 - Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
333511,Industrial Mold Manufacturing,exact,Industrial Mold Mfg,333511 | Industrial Mold Mfg,333511 - Industrial Mold Manufacturing
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",exact,"Special Die & Tool, Die Set, Jig, & F...","333514 | Special Die & Tool, Die Set, Jig, & F...","333514 - Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333515,Cutting Tool and Machine Tool Accessory Manufacturing,exact,Cutting Tool & Machine Tool Accessory...,333515 | Cutting Tool & Machine Tool Accessory...,333515 - Cutting Tool and Machine Tool Accessory Manufacturing
333517,Machine Tool Manufacturing,exact,Machine Tool Mfg,333517 | Machine Tool Mfg,333517 - Machine Tool Manufacturing
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,exact,Rolling Mill & Other Metalworking Mac...,333519 | Rolling Mill & Other Metalworking Mac...,333519 - Rolling Mill and Other Metalworking Machinery Manufacturing
333611,Turbine and Turbine Generator Set Units Manufacturing,exact,Turbine & Turbine Generator Set Units...,333611 | Turbine & Turbine Generator Set Units...,333611 - Turbine and Turbine Generator Set Units Manufacturing
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",exact,"Speed Changer, Industrial High-Speed ...","333612 | Speed Changer, Industrial High-Speed ...","333612 - Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
333613,Mechanical Power Transmission Equipment Manufacturing,exact,Mechanical Power Transmission Equip Mfg,333613 | Mechanical Power Transmission Equip Mfg,333613 - Mechanical Power Transmission Equipment Manufacturing
333618,Other Engine Equipment Manufacturing,exact,Other Engine Equip Mfg,333618 | Other Engine Equip Mfg,333618 - Other Engine Equipment Manufacturing
333911,Pump and Compressor ManufacturingT,prefix_5_digit,Pump & Compressor MfgT,333911 | Pump & Compressor MfgT,333911 - Pump and Compressor ManufacturingT
333912,Air and Gas Compressor Manufacturing,exact,Air & Gas Compressor Mfg,333912 | Air & Gas Compressor Mfg,333912 - Air and Gas Compressor Manufacturing
333913,Pump and Compressor ManufacturingT,prefix_5_digit,Pump & Compressor MfgT,333913 | Pump & Compressor MfgT,333913 - Pump and Compressor ManufacturingT
333921,Elevator and Moving Stairway Manufacturing,exact,Elevator & Moving Stairway Mfg,333921 | Elevator & Moving Stairway Mfg,333921 - Elevator and Moving Stairway Manufacturing
333922,Conveyor and Conveying Equipment Manufacturing,exact,Conveyor & Conveying Equip Mfg,333922 | Conveyor & Conveying Equip Mfg,333922 - Conveyor and Conveying Equipment Manufacturing
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",exact,"Overhead Traveling Crane, Hoist, & Mo...","333923 | Overhead Traveling Crane, Hoist, & Mo...","333923 - Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",exact,"Industrial Truck, Tractor, Trailer, &...","333924 | Industrial Truck, Tractor, Trailer, &...","333924 - Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
333991,Power-Driven Handtool Manufacturing,exact,Power-Driven H&tool Mfg,333991 | Power-Driven H&tool Mfg,333991 - Power-Driven Handtool Manufacturing
333992,Welding and Soldering Equipment Manufacturing,exact,Welding & Soldering Equip Mfg,333992 | Welding & Soldering Equip Mfg,333992 - Welding and Soldering Equipment Manufacturing
333993,Packaging Machinery Manufacturing,exact,Pkg Mach Mfg,333993 | Pkg Mach Mfg,333993 - Packaging Machinery Manufacturing
333994,Industrial Process Furnace and Oven Manufacturing,exact,Industrial Process Furnace & Oven Mfg,333994 | Industrial Process Furnace & Oven Mfg,333994 - Industrial Process Furnace and Oven Manufacturing
333995,Fluid Power Cylinder and Actuator Manufacturing,exact,Fluid Power Cylinder & Actuator Mfg,333995 | Fluid Power Cylinder & Actuator Mfg,333995 - Fluid Power Cylinder and Actuator Manufacturing
333996,Fluid Power Pump and Motor Manufacturing,exact,Fluid Power Pump & Motor Mfg,333996 | Fluid Power Pump & Motor Mfg,333996 - Fluid Power Pump and Motor Manufacturing
333997,All Other General Purpose Machinery ManufacturingT,prefix_5_digit,All Other General Purpose Mach MfgT,333997 | All Other General Purpose Mach MfgT,333997 - All Other General Purpose Machinery ManufacturingT
333999,All Other General Purpose Machinery ManufacturingT,prefix_5_digit,All Other General Purpose Mach MfgT,333999 | All Other General Purpose Mach MfgT,333999 - All Other General Purpose Machinery ManufacturingT
334111,Electronic Computer Manufacturing,exact,Elec Computer Mfg,334111 | Elec Computer Mfg,334111 - Electronic Computer Manufacturing
334112,Computer Storage Device Manufacturing,exact,Computer Storage Device Mfg,334112 | Computer Storage Device Mfg,334112 - Computer Storage Device Manufacturing
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,exact,Computer Terminal & Other Computer Pe...,334118 | Computer Terminal & Other Computer Pe...,334118 - Computer Terminal and Other Computer Peripheral Equipment Manufacturing
334210,Telephone Apparatus Manufacturing,exact,Telephone Apparatus Mfg,334210 | Telephone Apparatus Mfg,334210 - Telephone Apparatus Manufacturing
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,exact,Radio & Television Broadcasting & Wir...,334220 | Radio & Television Broadcasting & Wir...,334220 - Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
334290,Other Communications Equipment Manufacturing,exact,Other Communications Equip Mfg,334290 | Other Communications Equip Mfg,334290 - Other Communications Equipment Manufacturing
334310,Audio and Video Equipment Manufacturing,exact,Audio & Video Equip Mfg,334310 | Audio & Video Equip Mfg,334310 - Audio and Video Equipment Manufacturing
334412,Bare Printed Circuit Board Manufacturing,exact,Bare Printed Circuit Board Mfg,334412 | Bare Printed Circuit Board Mfg,334412 - Bare Printed Circuit Board Manufacturing
334413,Semiconductor and Related Device Manufacturing,exact,Semiconductor & Related Device Mfg,334413 | Semiconductor & Related Device Mfg,334413 - Semiconductor and Related Device Manufacturing
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",exact,"Capacitor, Resistor, Coil, Transforme...","334416 | Capacitor, Resistor, Coil, Transforme...","334416 - Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
334417,Electronic Connector Manufacturing,exact,Elec Connector Mfg,334417 | Elec Connector Mfg,334417 - Electronic Connector Manufacturing
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,exact,Printed Circuit Assembly (Elec Assemb...,334418 | Printed Circuit Assembly (Elec Assemb...,334418 - Printed Circuit Assembly (Electronic Assembly) Manufacturing
334419,Other Electronic Component Manufacturing,exact,Other Elec Component Mfg,334419 | Other Elec Component Mfg,334419 - Other Electronic Component Manufacturing
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,exact,Electromedical & Electrotherapeutic A...,334510 | Electromedical & Electrotherapeutic A...,334510 - Electromedical and Electrotherapeutic Apparatus Manufacturing
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",exact,"Search, Detection, Navigation, Guidan...","334511 | Search, Detection, Navigation, Guidan...","334511 - Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",exact,Automatic Environmental Control Mfg f...,334512 | Automatic Environmental Control Mfg f...,"334512 - Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use"
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",exact,Instruments & Related Prod Mfg for Me...,334513 | Instruments & Related Prod Mfg for Me...,"334513 - Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
334514,Totalizing Fluid Meter and Counting Device Manufacturing,exact,Totalizing Fluid Meter & Counting Dev...,334514 | Totalizing Fluid Meter & Counting Dev...,334514 - Totalizing Fluid Meter and Counting Device Manufacturing
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,exact,Instrument Mfg for Measuring & Testin...,334515 | Instrument Mfg for Measuring & Testin...,334515 - Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
334516,Analytical Laboratory Instrument Manufacturing,exact,Analytical Laboratory Instrument Mfg,334516 | Analytical Laboratory Instrument Mfg,334516 - Analytical Laboratory Instrument Manufacturing
334517,Irradiation Apparatus Manufacturing,exact,Irradiation Apparatus Mfg,334517 | Irradiation Apparatus Mfg,334517 - Irradiation Apparatus Manufacturing
334519,Other Measuring and Controlling Device Manufacturing,exact,Other Measuring & Controlling Device Mfg,334519 | Other Measuring & Controlling Device Mfg,334519 - Other Measuring and Controlling Device Manufacturing
334613,Manufacturing and Reproducing Magnetic and Optical MediaT,prefix_5_digit,Mfg & Reproducing Magnetic & Optical ...,334613 | Mfg & Reproducing Magnetic & Optical ...,334613 - Manufacturing and Reproducing Magnetic and Optical MediaT
334614,Manufacturing and Reproducing Magnetic and Optical MediaT,prefix_5_digit,Mfg & Reproducing Magnetic & Optical ...,334614 | Mfg & Reproducing Magnetic & Optical ...,334614 - Manufacturing and Reproducing Magnetic and Optical MediaT
335110,Electric Lighting Equipment ManufacturingT,prefix_4_digit,Electric Lighting Equip MfgT,335110 | Electric Lighting Equip MfgT,335110 - Electric Lighting Equipment ManufacturingT
335121,Electric Lighting Equipment ManufacturingT,prefix_4_digit,Electric Lighting Equip MfgT,335121 | Electric Lighting Equip MfgT,335121 - Electric Lighting Equipment ManufacturingT
335122,Electric Lighting Equipment ManufacturingT,prefix_4_digit,Electric Lighting Equip MfgT,335122 | Electric Lighting Equip MfgT,335122 - Electric Lighting Equipment ManufacturingT
335129,Electric Lighting Equipment ManufacturingT,prefix_4_digit,Electric Lighting Equip MfgT,335129 | Electric Lighting Equip MfgT,335129 - Electric Lighting Equipment ManufacturingT
335210,Small Electrical Appliance Manufacturing,exact,Small Elec Appliance Mfg,335210 | Small Elec Appliance Mfg,335210 - Small Electrical Appliance Manufacturing
335221,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335221 | Major Household Appliance MfgT,335221 - Major Household Appliance ManufacturingT
335222,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335222 | Major Household Appliance MfgT,335222 - Major Household Appliance ManufacturingT
335224,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335224 | Major Household Appliance MfgT,335224 - Major Household Appliance ManufacturingT
335228,Major Household Appliance ManufacturingT,prefix_5_digit,Major Household Appliance MfgT,335228 | Major Household Appliance MfgT,335228 - Major Household Appliance ManufacturingT
335311,"Power, Distribution, and Specialty Transformer Manufacturing",exact,"Power, Distribution, & Specialty Tran...","335311 | Power, Distribution, & Specialty Tran...","335311 - Power, Distribution, and Specialty Transformer Manufacturing"
335312,Motor and Generator Manufacturing,exact,Motor & Generator Mfg,335312 | Motor & Generator Mfg,335312 - Motor and Generator Manufacturing
335313,Switchgear and Switchboard Apparatus Manufacturing,exact,Switchgear & Switchboard Apparatus Mfg,335313 | Switchgear & Switchboard Apparatus Mfg,335313 - Switchgear and Switchboard Apparatus Manufacturing
335314,Relay and Industrial Control Manufacturing,exact,Relay & Industrial Control Mfg,335314 | Relay & Industrial Control Mfg,335314 - Relay and Industrial Control Manufacturing
335911,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335911 | Battery MfgT,335911 - Battery ManufacturingT
335912,Battery ManufacturingT,prefix_5_digit,Battery MfgT,335912 | Battery MfgT,335912 - Battery ManufacturingT
335921,Fiber Optic Cable Manufacturing,exact,Fiber Optic Cable Mfg,335921 | Fiber Optic Cable Mfg,335921 - Fiber Optic Cable Manufacturing
335929,Other Communication and Energy Wire Manufacturing,exact,Other Communication & Energy Wire Mfg,335929 | Other Communication & Energy Wire Mfg,335929 - Other Communication and Energy Wire Manufacturing
335931,Current-Carrying Wiring Device Manufacturing,exact,Current-Carrying Wiring Device Mfg,335931 | Current-Carrying Wiring Device Mfg,335931 - Current-Carrying Wiring Device Manufacturing
335932,Noncurrent-Carrying Wiring Device Manufacturing,exact,Noncurrent-Carrying Wiring Device Mfg,335932 | Noncurrent-Carrying Wiring Device Mfg,335932 - Noncurrent-Carrying Wiring Device Manufacturing
335991,Carbon and Graphite Product Manufacturing,exact,Carbon & Graphite Prod Mfg,335991 | Carbon & Graphite Prod Mfg,335991 - Carbon and Graphite Product Manufacturing
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,exact,All Other Misc Elec Equip & Component...,335999 | All Other Misc Elec Equip & Component...,335999 - All Other Miscellaneous Electrical Equipment and Component Manufacturing
336111,Automobile and Light Duty Motor Vehicle ManufacturingT,prefix_5_digit,Automobile & Light Duty Motor Vehicle...,336111 | Automobile & Light Duty Motor Vehicle...,336111 - Automobile and Light Duty Motor Vehicle ManufacturingT
336112,Automobile and Light Duty Motor Vehicle ManufacturingT,prefix_5_digit,Automobile & Light Duty Motor Vehicle...,336112 | Automobile & Light Duty Motor Vehicle...,336112 - Automobile and Light Duty Motor Vehicle ManufacturingT
336120,Heavy Duty Truck Manufacturing,exact,Heavy Duty Truck Mfg,336120 | Heavy Duty Truck Mfg,336120 - Heavy Duty Truck Manufacturing
336211,Motor Vehicle Body Manufacturing,exact,Motor Vehicle Body Mfg,336211 | Motor Vehicle Body Mfg,336211 - Motor Vehicle Body Manufacturing
336212,Truck Trailer Manufacturing,exact,Truck Trailer Mfg,336212 | Truck Trailer Mfg,336212 - Truck Trailer Manufacturing
336213,Motor Home Manufacturing,exact,Motor Home Mfg,336213 | Motor Home Mfg,336213 - Motor Home Manufacturing
336214,Travel Trailer and Camper Manufacturing,exact,Travel Trailer & Camper Mfg,336214 | Travel Trailer & Camper Mfg,336214 - Travel Trailer and Camper Manufacturing
336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,exact,Motor Vehicle Gasoline Engine & Engin...,336310 | Motor Vehicle Gasoline Engine & Engin...,336310 - Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,exact,Motor Vehicle Elec & Elec Equip Mfg,336320 | Motor Vehicle Elec & Elec Equip Mfg,336320 - Motor Vehicle Electrical and Electronic Equipment Manufacturing
336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,exact,Motor Vehicle Steering & Suspension C...,336330 | Motor Vehicle Steering & Suspension C...,336330 - Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing
336340,Motor Vehicle Brake System Manufacturing,exact,Motor Vehicle Brake System Mfg,336340 | Motor Vehicle Brake System Mfg,336340 - Motor Vehicle Brake System Manufacturing
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,exact,Motor Vehicle Transmission & Power Tr...,336350 | Motor Vehicle Transmission & Power Tr...,336350 - Motor Vehicle Transmission and Power Train Parts Manufacturing
336360,Motor Vehicle Seating and Interior Trim Manufacturing,exact,Motor Vehicle Seating & Interior Trim...,336360 | Motor Vehicle Seating & Interior Trim...,336360 - Motor Vehicle Seating and Interior Trim Manufacturing
336370,Motor Vehicle Metal Stamping,exact,Motor Vehicle Metal Stamping,336370 | Motor Vehicle Metal Stamping,336370 - Motor Vehicle Metal Stamping
