naics,naics_title,short_title,short_label,full_label,match_level,avg_baseline_productivity,avg_scenario_productivity,avg_baseline_revenue,avg_scenario_revenue,prod_change,prod_pct_change,revenue_change,revenue_pct_change
315210,Cut and Sew Apparel Contractors,Cut & Sew App Contractors,315210 | Cut & Sew App Contractors,315210 - Cut and Sew Apparel Contractors,exact,47.82531,47.82531,74.22883,74.22883,0.0,0.0,0.0,0.0
315220,Cut and Sew Apparel ManufacturingT,Cut & Sew App MfgT,315220 | Cut & Sew App MfgT,315220 - Cut and Sew Apparel ManufacturingT,prefix_4_digit,74.78489,74.78489,127.66974,127.66974,0.0,0.0,0.0,0.0
315240,Cut and Sew Apparel ManufacturingT,Cut & Sew App MfgT,315240 | Cut & Sew App MfgT,315240 - Cut and Sew Apparel ManufacturingT,prefix_4_digit,108.279236,108.279236,225.62743,225.62743,0.0,0.0,0.0,0.0
315280,Cut and Sew Apparel ManufacturingT,Cut & Sew App MfgT,315280 | Cut & Sew App MfgT,315280 - Cut and Sew Apparel ManufacturingT,prefix_4_digit,86.853004,86.853004,166.03043,166.03043,0.0,0.0,0.0,0.0
315990,Apparel Accessories and Other Apparel Manufacturing,App Accessories & Other App Mfg,315990 | App Accessories & Other App Mfg,315990 - Apparel Accessories and Other Apparel Manufacturing,exact,81.68843,81.68843,143.34354,143.34354,0.0,0.0,0.0,0.0
316110,Leather and Hide Tanning and Finishing,Leather & Hide Tanning & Finishing,316110 | Leather & Hide Tanning & Finishing,316110 - Leather and Hide Tanning and Finishing,exact,125.56447,125.56447,525.4431,525.4431,0.0,0.0,0.0,0.0
316210,Footwear Manufacturing,Footwear Mfg,316210 | Footwear Mfg,316210 - Footwear Manufacturing,exact,91.96504,91.96504,179.82187,179.82187,0.0,0.0,0.0,0.0
316992,Other Leather and Allied Product ManufacturingT,Other Leather & Allied Prod MfgT,316992 | Other Leather & Allied Prod MfgT,316992 - Other Leather and Allied Product ManufacturingT,prefix_5_digit,135.51883,135.51883,256.24402,256.24402,0.0,0.0,0.0,0.0
316998,Other Leather and Allied Product ManufacturingT,Other Leather & Allied Prod MfgT,316998 | Other Leather & Allied Prod MfgT,316998 - Other Leather and Allied Product ManufacturingT,prefix_5_digit,111.952644,111.952644,190.2442,190.2442,0.0,0.0,0.0,0.0
321113,Sawmills,Sawmills,321113 | Sawmills,321113 - Sawmills,exact,171.76843,171.76843,357.45667,357.45667,0.0,0.0,0.0,0.0
